hr,datetime,activity
76.0,2024-01-01 00:00:00,0
70.67,2024-01-01 00:00:01,0
69.0,2024-01-01 00:00:02,0
77.0,2024-01-01 00:00:03,0
82.33,2024-01-01 00:00:04,0
86.14,2024-01-01 00:00:05,0
89.0,2024-01-01 00:00:06,0
91.33,2024-01-01 00:00:07,0
92.5,2024-01-01 00:00:08,0
93.64,2024-01-01 00:00:09,0
94.42,2024-01-01 00:00:10,0
93.69,2024-01-01 00:00:11,0
91.64,2024-01-01 00:00:12,0
89.8,2024-01-01 00:00:13,0
88.19,2024-01-01 00:00:14,0
86.76,2024-01-01 00:00:15,0
85.5,2024-01-01 00:00:16,0
84.37,2024-01-01 00:00:17,0
83.35,2024-01-01 00:00:18,0
82.38,2024-01-01 00:00:19,0
81.36,2024-01-01 00:00:20,0
80.39,2024-01-01 00:00:21,0
79.5,2024-01-01 00:00:22,0
78.64,2024-01-01 00:00:23,0
77.85,2024-01-01 00:00:24,0
77.11,2024-01-01 00:00:25,0
76.43,2024-01-01 00:00:26,0
75.69,2024-01-01 00:00:27,0
75.33,2024-01-01 00:00:28,0
75.0,2024-01-01 00:00:29,0
74.69,2024-01-01 00:00:30,0
74.42,2024-01-01 00:00:31,0
74.21,2024-01-01 00:00:32,0
74.0,2024-01-01 00:00:33,0
73.81,2024-01-01 00:00:34,0
73.62,2024-01-01 00:00:35,0
73.45,2024-01-01 00:00:36,0
73.28,2024-01-01 00:00:37,0
73.12,2024-01-01 00:00:38,0
73.0,2024-01-01 00:00:39,0
72.86,2024-01-01 00:00:40,0
72.72,2024-01-01 00:00:41,0
72.59,2024-01-01 00:00:42,0
72.47,2024-01-01 00:00:43,0
72.35,2024-01-01 00:00:44,0
72.23,2024-01-01 00:00:45,0
72.1,2024-01-01 00:00:46,0
72.0,2024-01-01 00:00:47,0
71.88,2024-01-01 00:00:48,0
71.76,2024-01-01 00:00:49,0
71.63,2024-01-01 00:00:50,0
71.49,2024-01-01 00:00:51,0
71.33,2024-01-01 00:00:52,0
71.18,2024-01-01 00:00:53,0
71.0,2024-01-01 00:00:54,0
70.81,2024-01-01 00:00:55,0
70.62,2024-01-01 00:00:56,0
70.47,2024-01-01 00:00:57,0
70.35,2024-01-01 00:00:58,0
70.13,2024-01-01 00:00:59,0
69.92,2024-01-01 00:01:00,0
69.97,2024-01-01 00:01:01,0
69.97,2024-01-01 00:01:02,0
69.22,2024-01-01 00:01:03,0
68.47,2024-01-01 00:01:04,0
67.7,2024-01-01 00:01:05,0
66.92,2024-01-01 00:01:06,0
66.12,2024-01-01 00:01:07,0
65.43,2024-01-01 00:01:08,0
64.73,2024-01-01 00:01:09,0
64.07,2024-01-01 00:01:10,0
63.7,2024-01-01 00:01:11,0
63.67,2024-01-01 00:01:12,0
63.63,2024-01-01 00:01:13,0
63.6,2024-01-01 00:01:14,0
63.55,2024-01-01 00:01:15,0
63.5,2024-01-01 00:01:16,0
63.45,2024-01-01 00:01:17,0
63.38,2024-01-01 00:01:18,0
63.33,2024-01-01 00:01:19,0
63.33,2024-01-01 00:01:20,0
63.35,2024-01-01 00:01:21,0
63.38,2024-01-01 00:01:22,0
63.43,2024-01-01 00:01:23,0
63.48,2024-01-01 00:01:24,0
63.53,2024-01-01 00:01:25,0
63.6,2024-01-01 00:01:26,0
63.72,2024-01-01 00:01:27,0
63.68,2024-01-01 00:01:28,0
63.65,2024-01-01 00:01:29,0
63.6,2024-01-01 00:01:30,0
63.53,2024-01-01 00:01:31,0
63.43,2024-01-01 00:01:32,0
63.33,2024-01-01 00:01:33,0
63.23,2024-01-01 00:01:34,0
63.13,2024-01-01 00:01:35,0
63.03,2024-01-01 00:01:36,0
62.9,2024-01-01 00:01:37,0
62.77,2024-01-01 00:01:38,0
62.6,2024-01-01 00:01:39,0
62.47,2024-01-01 00:01:40,0
62.33,2024-01-01 00:01:41,0
62.2,2024-01-01 00:01:42,0
62.07,2024-01-01 00:01:43,0
61.93,2024-01-01 00:01:44,0
61.8,2024-01-01 00:01:45,0
61.67,2024-01-01 00:01:46,0
61.53,2024-01-01 00:01:47,0
61.4,2024-01-01 00:01:48,0
61.27,2024-01-01 00:01:49,0
61.15,2024-01-01 00:01:50,0
61.05,2024-01-01 00:01:51,0
60.97,2024-01-01 00:01:52,0
60.88,2024-01-01 00:01:53,0
60.83,2024-01-01 00:01:54,0
60.82,2024-01-01 00:01:55,0
60.82,2024-01-01 00:01:56,0
60.78,2024-01-01 00:01:57,0
60.73,2024-01-01 00:01:58,0
60.68,2024-01-01 00:01:59,0
60.65,2024-01-01 00:02:00,0
60.65,2024-01-01 00:02:01,0
60.72,2024-01-01 00:02:02,0
60.82,2024-01-01 00:02:03,0
60.92,2024-01-01 00:02:04,0
61.03,2024-01-01 00:02:05,0
61.18,2024-01-01 00:02:06,0
61.33,2024-01-01 00:02:07,0
61.48,2024-01-01 00:02:08,0
61.55,2024-01-01 00:02:09,0
61.6,2024-01-01 00:02:10,0
61.6,2024-01-01 00:02:11,0
61.92,2024-01-01 00:02:12,0
62.13,2024-01-01 00:02:13,0
62.37,2024-01-01 00:02:14,0
62.62,2024-01-01 00:02:15,0
62.85,2024-01-01 00:02:16,0
63.03,2024-01-01 00:02:17,0
63.22,2024-01-01 00:02:18,0
63.47,2024-01-01 00:02:19,0
63.72,2024-01-01 00:02:20,0
63.95,2024-01-01 00:02:21,0
64.18,2024-01-01 00:02:22,0
64.42,2024-01-01 00:02:23,0
64.6,2024-01-01 00:02:24,0
64.88,2024-01-01 00:02:25,0
65.25,2024-01-01 00:02:26,0
65.58,2024-01-01 00:02:27,0
65.95,2024-01-01 00:02:28,0
66.32,2024-01-01 00:02:29,0
66.35,2024-01-01 00:02:30,0
66.38,2024-01-01 00:02:31,0
66.42,2024-01-01 00:02:32,0
66.43,2024-01-01 00:02:33,0
66.45,2024-01-01 00:02:34,0
66.47,2024-01-01 00:02:35,0
66.52,2024-01-01 00:02:36,0
66.62,2024-01-01 00:02:37,0
66.73,2024-01-01 00:02:38,0
66.88,2024-01-01 00:02:39,0
67.05,2024-01-01 00:02:40,0
67.22,2024-01-01 00:02:41,0
67.38,2024-01-01 00:02:42,0
67.53,2024-01-01 00:02:43,0
67.67,2024-01-01 00:02:44,0
67.78,2024-01-01 00:02:45,0
67.9,2024-01-01 00:02:46,0
68.17,2024-01-01 00:02:47,0
68.47,2024-01-01 00:02:48,0
68.73,2024-01-01 00:02:49,0
69.03,2024-01-01 00:02:50,0
69.4,2024-01-01 00:02:51,0
69.82,2024-01-01 00:02:52,0
70.22,2024-01-01 00:02:53,0
70.53,2024-01-01 00:02:54,0
70.82,2024-01-01 00:02:55,0
71.08,2024-01-01 00:02:56,0
71.33,2024-01-01 00:02:57,0
71.57,2024-01-01 00:02:58,0
71.87,2024-01-01 00:02:59,0
72.12,2024-01-01 00:03:00,0
72.35,2024-01-01 00:03:01,0
72.5,2024-01-01 00:03:02,0
72.52,2024-01-01 00:03:03,0
72.55,2024-01-01 00:03:04,0
72.58,2024-01-01 00:03:05,0
72.62,2024-01-01 00:03:06,0
72.67,2024-01-01 00:03:07,0
72.75,2024-01-01 00:03:08,0
72.83,2024-01-01 00:03:09,0
72.87,2024-01-01 00:03:10,0
72.95,2024-01-01 00:03:11,0
72.72,2024-01-01 00:03:12,0
72.62,2024-01-01 00:03:13,0
72.62,2024-01-01 00:03:14,0
72.6,2024-01-01 00:03:15,0
72.58,2024-01-01 00:03:16,0
72.6,2024-01-01 00:03:17,0
72.63,2024-01-01 00:03:18,0
72.6,2024-01-01 00:03:19,0
72.53,2024-01-01 00:03:20,0
72.52,2024-01-01 00:03:21,0
72.52,2024-01-01 00:03:22,1
72.52,2024-01-01 00:03:23,1
72.58,2024-01-01 00:03:24,1
72.53,2024-01-01 00:03:25,1
72.47,2024-01-01 00:03:26,1
72.4,2024-01-01 00:03:27,1
72.22,2024-01-01 00:03:28,1
71.98,2024-01-01 00:03:29,1
72.08,2024-01-01 00:03:30,1
72.18,2024-01-01 00:03:31,1
72.3,2024-01-01 00:03:32,1
72.42,2024-01-01 00:03:33,1
72.48,2024-01-01 00:03:34,1
72.52,2024-01-01 00:03:35,1
72.47,2024-01-01 00:03:36,1
72.43,2024-01-01 00:03:37,1
72.38,2024-01-01 00:03:38,1
72.32,2024-01-01 00:03:39,1
72.22,2024-01-01 00:03:40,1
72.13,2024-01-01 00:03:41,1
72.08,2024-01-01 00:03:42,1
72.03,2024-01-01 00:03:43,1
72.03,2024-01-01 00:03:44,1
72.12,2024-01-01 00:03:45,1
72.23,2024-01-01 00:03:46,1
72.2,2024-01-01 00:03:47,1
72.17,2024-01-01 00:03:48,1
72.13,2024-01-01 00:03:49,1
72.08,2024-01-01 00:03:50,1
71.97,2024-01-01 00:03:51,1
71.77,2024-01-01 00:03:52,1
71.58,2024-01-01 00:03:53,1
71.48,2024-01-01 00:03:54,1
71.45,2024-01-01 00:03:55,1
71.48,2024-01-01 00:03:56,1
71.55,2024-01-01 00:03:57,1
71.62,2024-01-01 00:03:58,1
71.58,2024-01-01 00:03:59,1
71.62,2024-01-01 00:04:00,1
71.68,2024-01-01 00:04:01,1
71.68,2024-01-01 00:04:02,1
71.78,2024-01-01 00:04:03,1
71.82,2024-01-01 00:04:04,1
71.85,2024-01-01 00:04:05,1
71.8,2024-01-01 00:04:06,1
71.77,2024-01-01 00:04:07,1
71.7,2024-01-01 00:04:08,1
71.68,2024-01-01 00:04:09,1
71.75,2024-01-01 00:04:10,1
71.85,2024-01-01 00:04:11,1
71.97,2024-01-01 00:04:12,1
72.07,2024-01-01 00:04:13,1
72.02,2024-01-01 00:04:14,1
71.98,2024-01-01 00:04:15,1
