start_time,end_time,activity,hr_mean,hr_median,hr_std,hr_meancross,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_dominant_freq
2024-01-01 00:00:00,2024-01-01 00:00:08,0,81.55222222222223,82.33,8.804201806208468,0.125,49.32156498338512,733.97,0.0
2024-01-01 00:00:04,2024-01-01 00:00:12,0,90.52111111111111,91.64,4.021739189842016,0.125,20.828547334636866,814.6899999999998,0.0
2024-01-01 00:00:08,2024-01-01 00:00:16,0,90.68222222222222,91.64,3.2637508245030658,0.125,18.170054916649043,816.14,0.0
2024-01-01 00:00:12,2024-01-01 00:00:20,0,85.92777777777778,85.5,3.4666221952275746,0.125,16.40327961922514,773.35,0.0
2024-01-01 00:00:16,2024-01-01 00:00:24,0,81.48222222222222,81.36,2.6264223659656207,0.125,12.66749400161114,733.34,0.0
2024-01-01 00:00:20,2024-01-01 00:00:28,0,78.03333333333335,77.85,2.103443605138964,0.125,10.1929318113064,702.3,0.0
2024-01-01 00:00:24,2024-01-01 00:00:32,0,75.63666666666667,75.33,1.255637288391835,0.125,5.963788008020713,680.73,0.0
2024-01-01 00:00:28,2024-01-01 00:00:36,0,74.2811111111111,74.21,0.6361297910891369,0.125,3.00483607797101,668.53,0.0
2024-01-01 00:00:32,2024-01-01 00:00:40,0,73.48333333333333,73.45,0.4632763753959388,0.125,2.235195853138776,661.3499999999999,0.0
2024-01-01 00:00:36,2024-01-01 00:00:44,0,72.87111111111112,72.86,0.3733779735216214,0.125,1.7820032617837371,655.8399999999999,0.0
2024-01-01 00:00:40,2024-01-01 00:00:48,0,72.35555555555555,72.35,0.3333583323959048,0.125,1.5963050718029788,651.2,0.0
2024-01-01 00:00:44,2024-01-01 00:00:52,0,71.86333333333333,71.88,0.3419064199455754,0.125,1.6093646009519167,646.77,0.0
2024-01-01 00:00:48,2024-01-01 00:00:56,0,71.3,71.33,0.43312815655415204,0.125,2.0827764773428865,641.7,0.0
2024-01-01 00:00:52,2024-01-01 00:01:00,0,70.64555555555555,70.62,0.4766841488635627,0.125,2.2502542535124834,635.81,0.0
2024-01-01 00:00:56,2024-01-01 00:01:04,0,69.90222222222222,69.97,0.6723239133367523,0.125,2.528883359964589,629.12,0.0
2024-01-01 00:01:00,2024-01-01 00:01:08,0,68.19111111111111,68.47,1.7401324981480872,0.125,9.051188150068038,613.72,0.0
2024-01-01 00:01:04,2024-01-01 00:01:12,0,65.64555555555556,65.43,1.7713914806664783,0.125,8.925841699318054,590.81,0.0
2024-01-01 00:01:08,2024-01-01 00:01:16,0,63.986666666666665,63.67,0.664210057135544,0.125,2.9087264778641053,575.88,0.0
2024-01-01 00:01:12,2024-01-01 00:01:20,0,63.49333333333334,63.5,0.1287439318958381,0.125,0.657238765174694,571.44,0.0
2024-01-01 00:01:16,2024-01-01 00:01:24,0,63.403333333333336,63.38,0.06403124237432836,0.25,0.3781849434828204,570.63,0.0
2024-01-01 00:01:20,2024-01-01 00:01:28,0,63.5,63.48,0.14265342617687082,0.125,0.7277710485459282,571.5,0.0
2024-01-01 00:01:24,2024-01-01 00:01:32,0,63.57999999999999,63.6,0.09539392014169458,0.25,0.5562155035561248,572.22,0.0
2024-01-01 00:01:28,2024-01-01 00:01:36,0,63.40111111111111,63.43,0.23512998769002433,0.125,1.178757450342479,570.61,0.0
2024-01-01 00:01:32,2024-01-01 00:01:40,0,62.98777777777778,63.03,0.3291951464472768,0.125,1.5719563040060682,566.89,0.0
2024-01-01 00:01:36,2024-01-01 00:01:44,0,62.477777777777774,62.47,0.3789715615246672,0.125,1.8302752293401747,562.3000000000001,0.0
2024-01-01 00:01:40,2024-01-01 00:01:48,0,61.93333333333333,61.93,0.365615918690639,0.125,1.7542826400978526,557.4,0.0
2024-01-01 00:01:44,2024-01-01 00:01:52,0,61.41888888888889,61.4,0.33806228880357436,0.125,1.6611032864950885,552.77,0.0
2024-01-01 00:01:48,2024-01-01 00:01:56,0,61.02111111111112,60.97,0.21298148067639844,0.125,1.0676852698461508,549.1899999999999,0.0
2024-01-01 00:01:52,2024-01-01 00:02:00,0,60.79555555555555,60.82,0.09938701010583766,0.125,0.40709364600875675,547.16,0.0
2024-01-01 00:01:56,2024-01-01 00:02:04,0,60.75222222222222,60.73,0.09066115179306206,0.25,0.5159666522003838,546.77,0.0
2024-01-01 00:02:00,2024-01-01 00:02:08,0,60.97555555555555,60.92,0.30195658260381986,0.125,1.496364797090992,548.78,0.0
2024-01-01 00:02:04,2024-01-01 00:02:12,0,61.40111111111111,61.48,0.3162058049927468,0.125,1.4029676681437027,552.61,0.0
2024-01-01 00:02:08,2024-01-01 00:02:16,0,62.013333333333335,61.92,0.5072474741188961,0.125,2.5871153834792873,558.1199999999999,0.0
2024-01-01 00:02:12,2024-01-01 00:02:20,0,62.81444444444445,62.85,0.6088741887925426,0.125,2.877156717519005,565.3299999999999,0.0
