start_time,end_time,activity,hr_mean,hr_min,hr_max,hr_median,hr_std,hr_zcross,hr_meancross,fft_hr_mean,fft_hr_min,fft_hr_second_max,fft_hr_dc_component,fft_hr_std,fft_hr_median,fft_hr_dominant_freq
2024-01-01 00:00:00,2024-01-01 00:00:07,0,69.15375,52.0,80.5,70.215,8.240956840249629,0.0,0.2857142857142857,88.38804049813167,9.889999999999986,31.7275773025124,553.23,175.84333082861187,24.340067789552272,0.0
2024-01-01 00:00:07,2024-01-01 00:00:14,0,70.77125,65.4,76.25,70.925,4.022761800057269,0.0,0.14285714285714285,79.39339637219194,4.1299999999999955,18.47508810619675,566.17,184.0612004537839,8.702763928775726,0.0
2024-01-01 00:00:14,2024-01-01 00:00:21,0,79.21875,76.25,81.43,79.505,1.8067922443617377,0.0,0.14285714285714285,83.37482215456777,2.990000000000009,7.642681352226053,633.75,208.02974145706713,4.2436423034935515,0.0
2024-01-01 00:00:21,2024-01-01 00:00:28,0,82.81,81.43,83.97,82.9,0.8896066546513678,0.0,0.14285714285714285,84.84877629625723,1.4599999999999795,3.7866163473026213,662.48,218.3258888932499,2.0796634343085403,0.0
2024-01-01 00:00:28,2024-01-01 00:00:35,0,84.89125,83.97,85.89,84.85,0.6683121063010691,0.0,0.14285714285714285,86.42607713078475,1.1499999999999773,2.8363327915042817,679.13,224.0219951071404,1.562721984231366,0.0
2024-01-01 00:00:35,2024-01-01 00:00:42,0,87.11,85.89,88.41,87.08500000000001,0.8857603674648274,0.0,0.14285714285714285,89.1340439753363,1.4399999999999409,3.796998403385463,696.88,229.7081430959791,2.022770377477394,0.0
2024-01-01 00:00:42,2024-01-01 00:00:49,0,89.57124999999999,88.41,90.57,89.63,0.7629536121454008,0.0,0.14285714285714285,91.3113987178137,1.2300000000000182,3.2811124833425764,716.5699999999999,236.32683674140023,1.7335801106380908,0.0
2024-01-01 00:00:49,2024-01-01 00:00:56,0,91.05125,90.57,91.33,91.125,0.27231481256600487,0.0,0.14285714285714285,91.67295336273685,0.42999999999995,1.1688601084332941,728.41,240.66414299133444,0.6200806399171042,0.0
2024-01-01 00:00:56,2024-01-01 00:01:03,0,92.025,91.33,92.82,92.1,0.6116721811091754,0.0,0.14285714285714285,93.42847441319427,1.0599999999999454,2.623119072599259,736.2,242.94555803476447,1.2839183505838694,0.0
2024-01-01 00:01:03,2024-01-01 00:01:10,0,94.58500000000001,92.82,95.67,94.85499999999999,1.0786234613749939,0.0,0.14285714285714285,96.89446206558947,1.485275461639905,5.045786044121407,756.68,249.37960025034133,1.8967867565965297,0.0
2024-01-01 00:01:10,2024-01-01 00:01:17,0,94.98125,94.53,95.48,94.995,0.32882637624480004,0.0,0.14285714285714285,95.73912748491578,0.5500000000000682,1.3910428828823718,759.85,251.0105160514735,0.7500000000000057,0.0
2024-01-01 00:01:17,2024-01-01 00:01:24,0,94.34875,94.08,94.53,94.36500000000001,0.16487549415067307,0.0,0.14285714285714285,94.72023574791285,0.22999999999996135,0.717635115112603,754.79,249.48298587250355,0.3827531841800914,0.0
2024-01-01 00:01:25,2024-01-01 00:01:32,1,93.94125,93.87,94.03,93.93,0.05462534733462406,0.0,0.14285714285714285,94.07004933134175,0.06999999999999318,0.21215046794356576,751.53,248.4965076591599,0.14317821063276037,0.0
