start_time,end_time,activity,acc_x_mean,acc_x_median,acc_x_std,acc_x_meancross,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_dominant_freq,acc_y_mean,acc_y_median,acc_y_std,acc_y_meancross,acc_z_mean,acc_z_median,acc_z_std,acc_z_meancross
2024-01-01 00:00:00.000000,2024-01-01 00:00:08.000000,0,-37.85992217898833,-38.0,4.38790827803181,0.00390625,19.99992902221052,13089.0,0.0,-6.848249027237354,-7.0,2.432753160052028,0.00390625,50.929961089494164,51.0,1.187071139024562,0.00390625
2024-01-01 00:00:01.000000,2024-01-01 00:00:09.000000,0,-38.10505836575876,-38.0,0.30722691204772534,0.15625,1.0000000000007305,13108.0,0.0,-7.0,-7.0,0.0,0.0,51.00389105058366,51.0,0.062378286155180596,0.0078125
2024-01-01 00:00:02.000000,2024-01-01 00:00:10.000000,0,-38.06614785992218,-38.0,0.2490253374197958,0.1015625,2.9807050355173375,13109.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.011673151750976,51.0,0.10761949290401947,0.0234375
2024-01-01 00:00:03.000000,2024-01-01 00:00:11.000000,0,-38.05836575875487,-38.0,0.23489121167671975,0.0859375,2.9807050355173272,13109.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.011673151750976,51.0,0.10761949290401959,0.0234375
2024-01-01 00:00:04.000000,2024-01-01 00:00:12.000000,0,-38.02723735408561,-38.0,0.1630919329679492,0.046875,4.849766524708686,13111.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.01945525291829,51.0,0.13838809411014996,0.0390625
2024-01-01 00:00:05.000000,2024-01-01 00:00:13.000000,0,-38.01945525291829,-38.0,0.13838809411015038,0.0390625,4.849766524709129,13112.0,0.0,-7.0,-7.0,0.0,0.0,51.01945525291829,51.0,0.13838809411015005,0.0390625
2024-01-01 00:00:06.000000,2024-01-01 00:00:14.000000,0,-38.01945525291829,-38.0,0.13838809411014985,0.03125,4.849766524708673,13112.0,0.0,-7.0,-7.0,0.0,0.0,51.01945525291829,51.0,0.13838809411015016,0.0390625
2024-01-01 00:00:07.000000,2024-01-01 00:00:15.000000,0,-38.01945525291829,-38.0,0.1383880941101499,0.03125,5.509766551137317,13113.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.02723735408561,51.0,0.16309193296794883,0.0546875
2024-01-01 00:00:08.000000,2024-01-01 00:00:16.000000,0,-38.01945525291829,-38.0,0.13838809411015,0.03125,6.376310759323571,13115.0,0.0,-7.0,-7.0,0.0,0.0,51.03112840466926,51.0,0.17400355557886046,0.0625
2024-01-01 00:00:09.000000,2024-01-01 00:00:17.000000,0,-38.01945525291829,-38.0,0.13838809411015013,0.03125,7.216243438184797,13119.0,0.0,-7.0,-7.0,0.0,0.0,51.04669260700389,51.0,0.2113913055134781,0.0859375
2024-01-01 00:00:10.000000,2024-01-01 00:00:18.000000,0,-38.01945525291829,-38.0,0.1383880941101502,0.03125,6.893293859223856,13117.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.04280155642024,51.0,0.20280439004757314,0.078125
2024-01-01 00:00:11.000000,2024-01-01 00:00:19.000000,0,-38.01945525291829,-38.0,0.13838809411015024,0.02734375,7.898101084797546,13122.999999999998,0.0,-7.0,-7.0,0.0,0.0,51.06225680933852,51.0,0.24209285288158003,0.109375
2024-01-01 00:00:12.000000,2024-01-01 00:00:20.000000,0,-38.01945525291829,-38.0,0.20637045474447116,0.0390625,11.10569387494527,13127.0,0.0,-7.003891050583658,-7.0,0.06237828615518051,0.0078125,51.07782101167315,51.0,0.2684124316477072,0.1171875
2024-01-01 00:00:13.000000,2024-01-01 00:00:21.000000,0,-38.01556420233463,-38.0,0.1970261640963488,0.03125,13.544009542844123,13134.0,0.0,-7.003891050583658,-7.0,0.062378286155180485,0.0078125,51.10505836575876,51.0,0.30722691204772584,0.1484375
