start_time,end_time,activity,acc_x_mean,acc_x_min,acc_x_max,acc_x_median,acc_x_std,acc_x_zcross,acc_x_meancross,fft_acc_x_mean,fft_acc_x_min,fft_acc_x_second_max,fft_acc_x_dc_component,fft_acc_x_std,fft_acc_x_median,fft_acc_x_dominant_freq,acc_y_mean,acc_y_min,acc_y_max,acc_y_median,acc_y_std,acc_y_zcross,acc_y_meancross,fft_acc_y_mean,fft_acc_y_min,fft_acc_y_second_max,fft_acc_y_dc_component,fft_acc_y_std,fft_acc_y_median,fft_acc_y_dominant_freq,acc_z_mean,acc_z_min,acc_z_max,acc_z_median,acc_z_std,acc_z_zcross,acc_z_meancross,fft_acc_z_mean,fft_acc_z_min,fft_acc_z_second_max,fft_acc_z_dc_component,fft_acc_z_std,fft_acc_z_median,fft_acc_z_dominant_freq
2024-01-01 00:00:00.000000,2024-01-01 00:00:07.000000,0,-39.635555555555555,-40,-39,-40.0,0.4823471054735705,0.0,0.29017857142857145,45.03288449136887,0.6454367999179211,40.47584013305236,8918.0,592.8693273516408,4.283552072552042,0.0,20.44,20,21,20.0,0.4974937185533108,0.0,0.15625,25.49932378704063,0.4500855638246264,40.81879341578146,4599.0,305.62850731959486,4.0431025596136125,0.0,46.99111111111111,46,48,47.0,0.13333333333333347,0.0,0.017857142857142856,48.77895844704071,0.125581039058626,3.610465668313345,10573.0,703.1796450501265,1.7526133600877272,0.0
2024-01-01 00:00:07.000000,2024-01-01 00:00:14.000000,0,-39.724444444444444,-40,-39,-40.0,0.44778998762352074,0.0,0.38392857142857145,45.379679953527344,0.4333280768263404,19.574148824131214,8938.0,594.1739515052101,4.823277967553605,0.0,20.63111111111111,20,21,21.0,0.48357957602571167,0.0,0.20089285714285715,25.63484377372621,0.18083645487568384,43.18664987361747,4642.0,308.48801400491504,3.9606902698724658,0.0,46.995555555555555,46,47,47.0,0.06666666666666668,0.0,0.008928571428571428,47.99111111111111,0.999999999999893,1.0000000000000293,10574.0,703.2985520064155,0.9999999999999999,0.0
2024-01-01 00:00:14.000000,2024-01-01 00:00:21.000000,0,-39.50222222222222,-72,2,-40.0,8.320115708139243,0.008928571428571428,0.11607142857142858,145.4521069437847,5.307077626112314,444.64937551470405,8888.0,587.7462756884246,97.10608412317315,0.0,23.004444444444445,-3,100,20.0,14.94916916521312,0.026785714285714284,0.03571428571428571,152.73443941044187,2.4894881745891957,1131.4832890833302,5176.0,381.8405308737903,93.03656865141302,0.0,42.044444444444444,-6,57,47.0,10.960471907926431,0.008928571428571428,0.0625,127.24490467670769,3.127025299024162,1044.2472132587561,9460.0,639.1077641789493,48.58635937520706,0.0
2024-01-01 00:00:21.000000,2024-01-01 00:00:28.000000,0,-54.431111111111115,-86,73,-58.0,16.44025740346128,0.008928571428571428,0.1875,233.24829615443667,8.733776975381657,906.1244830113054,12247.0,820.217186080036,128.49852331664894,0.0,-4.368888888888889,-32,34,-3.0,10.776624467830127,0.08482142857142858,0.10267857142857142,100.78821069336367,2.3578403492255218,829.9589072722514,983.0,141.9532901528884,45.908103483759106,0.0,23.84,-69,110,27.0,23.864782780131417,0.03571428571428571,0.10714285714285714,242.3814197512686,12.589507922665216,1566.2872697159985,5364.0,443.51239820252977,123.06678882196657,0.0
2024-01-01 00:00:28.000000,2024-01-01 00:00:35.000000,0,-54.208888888888886,-95,-23,-51.0,10.095787271675269,0.0,0.15178571428571427,172.87289213959505,11.877602137561974,564.8486123605884,12197.0,808.7842500712362,95.3029279452702,0.0,-1.6,-34,16,8.0,14.500307878504819,0.022321428571428572,0.022321428571428572,99.09233757197333,1.2246453334321805,1810.0084597454536,360.0,194.56286550758367,45.063547411900316,0.14222222222222222,22.057777777777776,-49,48,36.0,25.441656723283536,0.03571428571428571,0.05357142857142857,183.61540209642314,7.991384574574404,3256.016877017757,4963.0,469.8386788174946,83.190537443116,0.0
2024-01-01 00:00:35.000000,2024-01-01 00:00:42.000000,0,-48.897777777777776,-51,-48,-49.0,0.6147331334789299,0.0,0.08928571428571429,55.18009750410184,0.42754490579468246,56.38368493106435,11002.0,731.4459356913796,4.91191977454711,0.0,12.595555555555556,9,15,12.0,1.2785935973958231,0.0,0.05803571428571429,22.88280567811796,0.5374756576158046,157.20423122130947,2834.0,188.5162518307042,6.300446463199117,0.0,40.973333333333336,40,42,41.0,0.42173112626072834,0.0,0.07142857142857142,45.595189314968366,0.6771488238575972,27.474639157705408,9219.0,612.9388866039845,3.423613786130971,0.0
2024-01-01 00:00:42.000000,2024-01-01 00:00:49.000000,0,-49.10666666666667,-53,-47,-49.0,0.899999999999998,0.0,0.21428571428571427,59.8071635183238,0.6435733250475567,70.17725801530763,11049.0,734.2915655186926,9.30599031397077,0.0,13.226666666666667,11,15,13.0,0.6989788470128607,0.0,0.19196428571428573,21.123001840488474,0.3403529570225205,37.62706590043491,2976.0,197.54953503677686,6.089959495278645,0.0,40.644444444444446,36,42,41.0,0.9002865505026035,0.0,0.20535714285714285,50.497826644934634,1.161192746449126,78.23132781612176,9145.0,607.7211280712052,8.759396448213494,0.0
2024-01-01 00:00:49.000000,2024-01-01 00:00:56.000000,0,-18.453333333333333,-55,15,-12.0,16.441965037236702,0.004464285714285714,0.049107142857142856,123.06692938858811,3.868261346736479,1949.4851227998756,4152.0,349.3258233953858,47.655875830723076,0.0,22.73777777777778,9,44,24.0,6.937066874796352,0.0,0.049107142857142856,79.60926743458293,3.6035086633214917,811.2110108652007,5116.0,347.51743055353217,39.83690110631816,0.0,54.25333333333333,38,71,57.0,7.412152184082559,0.0,0.06696428571428571,107.06145698511055,1.865057445995931,694.4576520620684,12207.0,814.3186381437092,27.34032867597821,0.0
2024-01-01 00:00:56.000000,2024-01-01 00:01:03.000000,0,-7.204444444444444,-25,12,-4.0,10.041564413626784,0.10267857142857142,0.03125,62.36428843166985,1.3119037266322064,1382.6470765516767,1621.0,174.28624595306277,30.48336904006055,0.0,21.031111111111112,-1,66,19.0,9.313196815306489,0.008928571428571428,0.04017857142857143,97.79792882930907,3.2882043195862165,1106.7079247587772,4732.0,330.7318628688464,52.84737892910864,0.0,59.2,50,104,59.0,4.215193606805873,0.0,0.21428571428571427,111.19729991481772,7.718888450400122,233.47766916793591,13320.0,883.2661889213546,42.791973373968084,0.0
2024-01-01 00:01:05.000000,2024-01-01 00:01:12.000000,1,-1.9777777777777779,-49,28,6.0,18.013498025400597,0.0625,0.05803571428571429,128.88894396125716,12.023153330662678,1425.098070083971,445.0,238.6475227706165,59.83117412416113,0.14222222222222222,-4.6755555555555555,-58,37,2.0,29.322355223839313,0.004464285714285714,0.004464285714285714,132.67877737854798,3.1183258162402554,4118.51932704079,1052.0,424.1583926239509,38.782042504046416,0.14222222222222222,45.89333333333333,-42,92,58.0,29.91158399588456,0.008928571428571428,0.026785714285714284,223.58823346025252,4.362305971338797,2863.0741797905225,10326.0,790.136888050497,62.26836709290715,0.0
2024-01-01 00:01:12.000000,2024-01-01 00:01:19.000000,1,-16.537777777777777,-42,13,-20.0,9.342187551851467,0.008928571428571428,0.0625,92.84027611060895,2.829419008495365,787.3314692617964,3721.0,269.198222749902,49.91514438472872,0.0,3.422222222222222,-27,32,11.0,13.348168829884903,0.03571428571428571,0.03125,95.78918438493697,2.724292445198684,1583.044302831364,770.0,182.67575688872495,58.60224534356908,0.14222222222222222,60.306666666666665,43,127,60.0,7.4137420664986315,0.0,0.3080357142857143,158.2381354365109,8.939835350119417,237.62366396457716,13569.0,897.5375716333978,87.52302933223558,0.0
