hr,datetime,activity
55.5,2024-01-01 00:00:00,0
55.0,2024-01-01 00:00:01,0
54.5,2024-01-01 00:00:02,0
54.4,2024-01-01 00:00:03,0
54.33,2024-01-01 00:00:04,0
54.71,2024-01-01 00:00:05,0
55.0,2024-01-01 00:00:06,0
55.44,2024-01-01 00:00:07,0
56.0,2024-01-01 00:00:08,0
56.55,2024-01-01 00:00:09,0
57.67,2024-01-01 00:00:10,0
58.62,2024-01-01 00:00:11,0
61.57,2024-01-01 00:00:12,0
64.0,2024-01-01 00:00:13,0
66.25,2024-01-01 00:00:14,0
68.06,2024-01-01 00:00:15,0
69.78,2024-01-01 00:00:16,0
71.21,2024-01-01 00:00:17,0
72.5,2024-01-01 00:00:18,0
73.67,2024-01-01 00:00:19,0
74.68,2024-01-01 00:00:20,0
75.57,2024-01-01 00:00:21,0
76.25,2024-01-01 00:00:22,0
76.88,2024-01-01 00:00:23,0
77.46,2024-01-01 00:00:24,0
77.93,2024-01-01 00:00:25,0
78.43,2024-01-01 00:00:26,0
78.62,2024-01-01 00:00:27,0
78.73,2024-01-01 00:00:28,0
78.77,2024-01-01 00:00:29,0
78.78,2024-01-01 00:00:30,0
78.76,2024-01-01 00:00:31,0
78.97,2024-01-01 00:00:32,0
79.09,2024-01-01 00:00:33,0
79.03,2024-01-01 00:00:34,0
78.97,2024-01-01 00:00:35,0
78.68,2024-01-01 00:00:36,0
78.38,2024-01-01 00:00:37,0
78.1,2024-01-01 00:00:38,0
77.83,2024-01-01 00:00:39,0
77.55,2024-01-01 00:00:40,0
77.23,2024-01-01 00:00:41,0
76.91,2024-01-01 00:00:42,0
76.6,2024-01-01 00:00:43,0
76.28,2024-01-01 00:00:44,0
76.0,2024-01-01 00:00:45,0
75.73,2024-01-01 00:00:46,0
75.53,2024-01-01 00:00:47,0
75.26,2024-01-01 00:00:48,0
75.18,2024-01-01 00:00:49,0
75.12,2024-01-01 00:00:50,0
75.04,2024-01-01 00:00:51,0
74.96,2024-01-01 00:00:52,0
74.91,2024-01-01 00:00:53,0
74.84,2024-01-01 00:00:54,0
74.77,2024-01-01 00:00:55,0
74.69,2024-01-01 00:00:56,0
74.64,2024-01-01 00:00:57,0
74.63,2024-01-01 00:00:58,0
74.97,2024-01-01 00:00:59,0
75.25,2024-01-01 00:01:00,0
75.5,2024-01-01 00:01:01,0
75.77,2024-01-01 00:01:02,0
76.23,2024-01-01 00:01:03,0
76.72,2024-01-01 00:01:04,0
77.15,2024-01-01 00:01:05,1
77.57,2024-01-01 00:01:06,1
77.9,2024-01-01 00:01:07,1
78.17,2024-01-01 00:01:08,1
78.4,2024-01-01 00:01:09,1
78.53,2024-01-01 00:01:10,1
78.72,2024-01-01 00:01:11,1
78.32,2024-01-01 00:01:12,1
77.92,2024-01-01 00:01:13,1
77.43,2024-01-01 00:01:14,1
77.0,2024-01-01 00:01:15,1
76.48,2024-01-01 00:01:16,1
75.87,2024-01-01 00:01:17,1
75.23,2024-01-01 00:01:18,1
74.6,2024-01-01 00:01:19,1
73.98,2024-01-01 00:01:20,1
73.4,2024-01-01 00:01:21,1
72.87,2024-01-01 00:01:22,1
72.35,2024-01-01 00:01:23,1
71.85,2024-01-01 00:01:24,1
71.4,2024-01-01 00:01:25,1
70.93,2024-01-01 00:01:26,1
70.62,2024-01-01 00:01:27,1
70.33,2024-01-01 00:01:28,1
70.08,2024-01-01 00:01:29,1
69.9,2024-01-01 00:01:30,1
69.73,2024-01-01 00:01:31,1
69.48,2024-01-01 00:01:32,1
69.3,2024-01-01 00:01:33,1
69.22,2024-01-01 00:01:34,1
69.15,2024-01-01 00:01:35,1
69.25,2024-01-01 00:01:36,1
69.38,2024-01-01 00:01:37,1
69.52,2024-01-01 00:01:38,1
69.65,2024-01-01 00:01:39,1
69.8,2024-01-01 00:01:40,1
69.98,2024-01-01 00:01:41,1
70.23,2024-01-01 00:01:42,1
70.47,2024-01-01 00:01:43,1
70.67,2024-01-01 00:01:44,1
70.83,2024-01-01 00:01:45,1
70.97,2024-01-01 00:01:46,1
71.0,2024-01-01 00:01:47,1
71.1,2024-01-01 00:01:48,1
71.03,2024-01-01 00:01:49,1
71.0,2024-01-01 00:01:50,1
70.82,2024-01-01 00:01:51,1
70.63,2024-01-01 00:01:52,1
70.42,2024-01-01 00:01:53,1
70.2,2024-01-01 00:01:54,1
70.0,2024-01-01 00:01:55,1
69.8,2024-01-01 00:01:56,1
69.55,2024-01-01 00:01:57,1
69.27,2024-01-01 00:01:58,1
68.92,2024-01-01 00:01:59,1
68.65,2024-01-01 00:02:00,1
68.47,2024-01-01 00:02:01,1
68.28,2024-01-01 00:02:02,1
67.9,2024-01-01 00:02:03,1
67.52,2024-01-01 00:02:04,1
67.13,2024-01-01 00:02:05,1
66.77,2024-01-01 00:02:06,1
66.45,2024-01-01 00:02:07,1
66.17,2024-01-01 00:02:08,1
65.93,2024-01-01 00:02:09,1
65.7,2024-01-01 00:02:10,1
65.43,2024-01-01 00:02:11,1
65.27,2024-01-01 00:02:12,1
65.13,2024-01-01 00:02:13,1
65.03,2024-01-01 00:02:14,1
64.92,2024-01-01 00:02:15,1
64.83,2024-01-01 00:02:16,1
64.88,2024-01-01 00:02:17,1
64.93,2024-01-01 00:02:18,1
64.98,2024-01-01 00:02:19,1
65.03,2024-01-01 00:02:20,1
65.23,2024-01-01 00:02:21,1
65.48,2024-01-01 00:02:22,1
65.63,2024-01-01 00:02:23,1
65.78,2024-01-01 00:02:24,1
65.93,2024-01-01 00:02:25,1
66.12,2024-01-01 00:02:26,1
66.33,2024-01-01 00:02:27,1
66.52,2024-01-01 00:02:28,1
66.68,2024-01-01 00:02:29,1
66.8,2024-01-01 00:02:30,1
66.92,2024-01-01 00:02:31,1
67.07,2024-01-01 00:02:32,1
67.2,2024-01-01 00:02:33,1
67.4,2024-01-01 00:02:34,1
67.7,2024-01-01 00:02:35,1
67.98,2024-01-01 00:02:36,1
68.22,2024-01-01 00:02:37,1
68.52,2024-01-01 00:02:38,1
68.78,2024-01-01 00:02:39,1
69.07,2024-01-01 00:02:40,1
69.35,2024-01-01 00:02:41,1
69.63,2024-01-01 00:02:42,1
69.85,2024-01-01 00:02:43,1
69.95,2024-01-01 00:02:44,1
70.05,2024-01-01 00:02:45,1
70.17,2024-01-01 00:02:46,1
70.38,2024-01-01 00:02:47,1
70.6,2024-01-01 00:02:48,1
70.78,2024-01-01 00:02:49,1
70.92,2024-01-01 00:02:50,1
71.2,2024-01-01 00:02:51,1
71.52,2024-01-01 00:02:52,1
71.85,2024-01-01 00:02:53,1
72.13,2024-01-01 00:02:54,1
72.37,2024-01-01 00:02:55,1
72.62,2024-01-01 00:02:56,1
72.88,2024-01-01 00:02:57,1
73.1,2024-01-01 00:02:58,1
73.32,2024-01-01 00:02:59,1
73.48,2024-01-01 00:03:00,1
73.72,2024-01-01 00:03:01,1
74.22,2024-01-01 00:03:02,1
74.68,2024-01-01 00:03:03,1
75.13,2024-01-01 00:03:04,1
75.62,2024-01-01 00:03:05,1
76.13,2024-01-01 00:03:06,1
76.68,2024-01-01 00:03:07,1
77.23,2024-01-01 00:03:08,1
77.75,2024-01-01 00:03:09,1
78.23,2024-01-01 00:03:10,1
78.72,2024-01-01 00:03:11,1
79.2,2024-01-01 00:03:12,1
79.72,2024-01-01 00:03:13,1
80.22,2024-01-01 00:03:14,1
80.75,2024-01-01 00:03:15,1
81.32,2024-01-01 00:03:16,1
81.93,2024-01-01 00:03:17,1
82.45,2024-01-01 00:03:18,1
83.0,2024-01-01 00:03:19,1
83.53,2024-01-01 00:03:20,1
83.87,2024-01-01 00:03:21,1
84.18,2024-01-01 00:03:22,1
84.57,2024-01-01 00:03:23,1
84.87,2024-01-01 00:03:24,1
85.17,2024-01-01 00:03:25,1
85.43,2024-01-01 00:03:26,1
85.6,2024-01-01 00:03:27,1
85.75,2024-01-01 00:03:28,1
85.97,2024-01-01 00:03:29,1
86.0,2024-01-01 00:03:30,1
86.0,2024-01-01 00:03:31,1
85.92,2024-01-01 00:03:32,1
85.85,2024-01-01 00:03:33,1
85.62,2024-01-01 00:03:34,1
85.27,2024-01-01 00:03:35,1
84.9,2024-01-01 00:03:36,1
84.57,2024-01-01 00:03:37,1
84.15,2024-01-01 00:03:38,1
83.77,2024-01-01 00:03:39,1
83.37,2024-01-01 00:03:40,1
82.93,2024-01-01 00:03:41,1
82.45,2024-01-01 00:03:42,1
82.03,2024-01-01 00:03:43,1
81.75,2024-01-01 00:03:44,1
81.43,2024-01-01 00:03:45,1
81.12,2024-01-01 00:03:46,1
80.73,2024-01-01 00:03:47,1
80.35,2024-01-01 00:03:48,1
80.0,2024-01-01 00:03:49,1
79.65,2024-01-01 00:03:50,1
79.3,2024-01-01 00:03:51,1
78.92,2024-01-01 00:03:52,1
78.53,2024-01-01 00:03:53,1
78.2,2024-01-01 00:03:54,1
77.9,2024-01-01 00:03:55,1
77.6,2024-01-01 00:03:56,1
77.3,2024-01-01 00:03:57,1
77.05,2024-01-01 00:03:58,1
76.85,2024-01-01 00:03:59,1
76.65,2024-01-01 00:04:00,1
76.38,2024-01-01 00:04:01,1
75.83,2024-01-01 00:04:02,1
75.32,2024-01-01 00:04:03,1
74.8,2024-01-01 00:04:04,1
74.25,2024-01-01 00:04:05,1
73.67,2024-01-01 00:04:06,1
73.05,2024-01-01 00:04:07,1
72.45,2024-01-01 00:04:08,1
71.85,2024-01-01 00:04:09,1
71.23,2024-01-01 00:04:10,1
70.6,2024-01-01 00:04:11,1
69.95,2024-01-01 00:04:12,1
69.27,2024-01-01 00:04:13,1
68.62,2024-01-01 00:04:14,1
67.95,2024-01-01 00:04:15,1
67.28,2024-01-01 00:04:16,1
66.57,2024-01-01 00:04:17,1
65.97,2024-01-01 00:04:18,1
65.33,2024-01-01 00:04:19,1
64.72,2024-01-01 00:04:20,1
64.13,2024-01-01 00:04:21,1
63.52,2024-01-01 00:04:22,1
62.92,2024-01-01 00:04:23,1
62.38,2024-01-01 00:04:24,1
61.83,2024-01-01 00:04:25,1
61.28,2024-01-01 00:04:26,1
60.8,2024-01-01 00:04:27,1
60.38,2024-01-01 00:04:28,1
59.93,2024-01-01 00:04:29,1
59.67,2024-01-01 00:04:30,1
59.45,2024-01-01 00:04:31,1
59.23,2024-01-01 00:04:32,1
59.02,2024-01-01 00:04:33,1
58.88,2024-01-01 00:04:34,1
58.75,2024-01-01 00:04:35,1
58.62,2024-01-01 00:04:36,1
58.47,2024-01-01 00:04:37,1
58.33,2024-01-01 00:04:38,1
58.2,2024-01-01 00:04:39,1
58.07,2024-01-01 00:04:40,1
57.97,2024-01-01 00:04:41,1
57.85,2024-01-01 00:04:42,1
57.75,2024-01-01 00:04:43,1
57.68,2024-01-01 00:04:44,1
57.67,2024-01-01 00:04:45,1
57.67,2024-01-01 00:04:46,1
57.68,2024-01-01 00:04:47,1
57.72,2024-01-01 00:04:48,1
57.77,2024-01-01 00:04:49,1
57.82,2024-01-01 00:04:50,1
57.88,2024-01-01 00:04:51,1
57.95,2024-01-01 00:04:52,1
58.0,2024-01-01 00:04:53,1
58.1,2024-01-01 00:04:54,1
58.22,2024-01-01 00:04:55,1
58.35,2024-01-01 00:04:56,1
58.63,2024-01-01 00:04:57,1
58.85,2024-01-01 00:04:58,1
59.07,2024-01-01 00:04:59,1
59.28,2024-01-01 00:05:00,1
59.48,2024-01-01 00:05:01,1
59.65,2024-01-01 00:05:02,1
59.88,2024-01-01 00:05:03,1
60.15,2024-01-01 00:05:04,1
60.45,2024-01-01 00:05:05,1
60.82,2024-01-01 00:05:06,1
61.22,2024-01-01 00:05:07,1
61.72,2024-01-01 00:05:08,1
62.22,2024-01-01 00:05:09,1
62.77,2024-01-01 00:05:10,1
63.33,2024-01-01 00:05:11,1
63.97,2024-01-01 00:05:12,1
64.57,2024-01-01 00:05:13,1
65.15,2024-01-01 00:05:14,1
65.72,2024-01-01 00:05:15,1
66.25,2024-01-01 00:05:16,1
66.47,2024-01-01 00:05:17,1
66.62,2024-01-01 00:05:18,1
66.62,2024-01-01 00:05:19,1
66.62,2024-01-01 00:05:20,1
66.6,2024-01-01 00:05:21,1
66.58,2024-01-01 00:05:22,1
66.57,2024-01-01 00:05:23,1
66.53,2024-01-01 00:05:24,1
66.48,2024-01-01 00:05:25,1
66.43,2024-01-01 00:05:26,1
66.32,2024-01-01 00:05:27,1
66.18,2024-01-01 00:05:28,1
66.03,2024-01-01 00:05:29,1
65.88,2024-01-01 00:05:30,1
65.72,2024-01-01 00:05:31,1
65.65,2024-01-01 00:05:32,1
65.62,2024-01-01 00:05:33,1
65.65,2024-01-01 00:05:34,1
65.72,2024-01-01 00:05:35,1
65.78,2024-01-01 00:05:36,1
65.87,2024-01-01 00:05:37,1
65.95,2024-01-01 00:05:38,1
66.05,2024-01-01 00:05:39,1
66.13,2024-01-01 00:05:40,1
66.2,2024-01-01 00:05:41,1
66.23,2024-01-01 00:05:42,1
66.23,2024-01-01 00:05:43,1
66.22,2024-01-01 00:05:44,1
66.2,2024-01-01 00:05:45,1
66.18,2024-01-01 00:05:46,1
66.15,2024-01-01 00:05:47,1
66.1,2024-01-01 00:05:48,1
66.05,2024-01-01 00:05:49,1
65.98,2024-01-01 00:05:50,1
65.93,2024-01-01 00:05:51,1
65.88,2024-01-01 00:05:52,1
65.85,2024-01-01 00:05:53,1
65.78,2024-01-01 00:05:54,1
65.7,2024-01-01 00:05:55,1
65.6,2024-01-01 00:05:56,1
65.35,2024-01-01 00:05:57,1
65.17,2024-01-01 00:05:58,1
64.98,2024-01-01 00:05:59,1
64.8,2024-01-01 00:06:00,1
64.62,2024-01-01 00:06:01,1
64.48,2024-01-01 00:06:02,1
64.27,2024-01-01 00:06:03,1
64.02,2024-01-01 00:06:04,1
63.75,2024-01-01 00:06:05,1
63.42,2024-01-01 00:06:06,1
63.05,2024-01-01 00:06:07,1
62.57,2024-01-01 00:06:08,1
62.08,2024-01-01 00:06:09,1
61.57,2024-01-01 00:06:10,1
61.03,2024-01-01 00:06:11,1
60.43,2024-01-01 00:06:12,1
59.87,2024-01-01 00:06:13,1
59.32,2024-01-01 00:06:14,1
58.78,2024-01-01 00:06:15,1
58.27,2024-01-01 00:06:16,1
58.07,2024-01-01 00:06:17,1
57.93,2024-01-01 00:06:18,1
57.95,2024-01-01 00:06:19,1
57.97,2024-01-01 00:06:20,1
58.0,2024-01-01 00:06:21,1
58.03,2024-01-01 00:06:22,1
