hr,datetime,activity
71.5,2024-01-01 00:00:00,0
72.33,2024-01-01 00:00:01,0
68.0,2024-01-01 00:00:02,0
75.0,2024-01-01 00:00:03,0
80.67,2024-01-01 00:00:04,0
83.0,2024-01-01 00:00:05,0
84.62,2024-01-01 00:00:06,0
85.78,2024-01-01 00:00:07,0
86.8,2024-01-01 00:00:08,0
87.73,2024-01-01 00:00:09,0
88.67,2024-01-01 00:00:10,0
89.46,2024-01-01 00:00:11,0
90.21,2024-01-01 00:00:12,0
90.87,2024-01-01 00:00:13,0
91.62,2024-01-01 00:00:14,0
92.24,2024-01-01 00:00:15,0
92.94,2024-01-01 00:00:16,0
93.58,2024-01-01 00:00:17,0
94.05,2024-01-01 00:00:18,0
94.67,2024-01-01 00:00:19,0
95.18,2024-01-01 00:00:20,0
95.0,2024-01-01 00:00:21,0
94.88,2024-01-01 00:00:22,0
94.76,2024-01-01 00:00:23,0
94.65,2024-01-01 00:00:24,0
94.56,2024-01-01 00:00:25,0
94.68,2024-01-01 00:00:26,0
94.69,2024-01-01 00:00:27,0
94.6,2024-01-01 00:00:28,0
94.45,2024-01-01 00:00:29,0
94.41,2024-01-01 00:00:30,0
94.73,2024-01-01 00:00:31,0
94.76,2024-01-01 00:00:32,0
94.77,2024-01-01 00:00:33,0
94.89,2024-01-01 00:00:34,0
95.11,2024-01-01 00:00:35,0
95.32,2024-01-01 00:00:36,0
95.54,2024-01-01 00:00:37,0
95.75,2024-01-01 00:00:38,0
95.95,2024-01-01 00:00:39,0
96.17,2024-01-01 00:00:40,0
96.37,2024-01-01 00:00:41,0
96.55,2024-01-01 00:00:42,0
96.71,2024-01-01 00:00:43,0
96.85,2024-01-01 00:00:44,0
96.98,2024-01-01 00:00:45,0
97.12,2024-01-01 00:00:46,0
97.31,2024-01-01 00:00:47,0
97.92,2024-01-01 00:00:48,0
98.53,2024-01-01 00:00:49,0
98.9,2024-01-01 00:00:50,0
99.21,2024-01-01 00:00:51,0
99.48,2024-01-01 00:00:52,0
99.76,2024-01-01 00:00:53,0
100.04,2024-01-01 00:00:54,0
100.3,2024-01-01 00:00:55,0
100.55,2024-01-01 00:00:56,0
100.8,2024-01-01 00:00:57,0
100.08,2024-01-01 00:00:58,0
100.08,2024-01-01 00:00:59,0
99.65,2024-01-01 00:01:00,0
99.42,2024-01-01 00:01:01,0
99.5,2024-01-01 00:01:02,0
98.78,2024-01-01 00:01:03,0
97.97,2024-01-01 00:01:04,0
97.35,2024-01-01 00:01:05,0
96.75,2024-01-01 00:01:06,0
96.17,2024-01-01 00:01:07,0
95.57,2024-01-01 00:01:08,0
94.95,2024-01-01 00:01:09,0
94.3,2024-01-01 00:01:10,0
93.65,2024-01-01 00:01:11,0
92.98,2024-01-01 00:01:12,0
92.32,2024-01-01 00:01:13,0
91.6,2024-01-01 00:01:14,0
90.9,2024-01-01 00:01:15,0
90.15,2024-01-01 00:01:16,0
89.4,2024-01-01 00:01:17,0
88.7,2024-01-01 00:01:18,0
87.93,2024-01-01 00:01:19,0
87.18,2024-01-01 00:01:20,0
86.68,2024-01-01 00:01:21,0
86.17,2024-01-01 00:01:22,0
85.67,2024-01-01 00:01:23,0
85.18,2024-01-01 00:01:24,0
84.7,2024-01-01 00:01:25,0
84.15,2024-01-01 00:01:26,0
83.67,2024-01-01 00:01:27,0
83.27,2024-01-01 00:01:28,0
82.92,2024-01-01 00:01:29,0
82.52,2024-01-01 00:01:30,0
81.9,2024-01-01 00:01:31,0
81.42,2024-01-01 00:01:32,1
80.95,2024-01-01 00:01:33,1
80.4,2024-01-01 00:01:34,1
79.75,2024-01-01 00:01:35,1
79.08,2024-01-01 00:01:36,1
78.37,2024-01-01 00:01:37,1
77.65,2024-01-01 00:01:38,1
76.92,2024-01-01 00:01:39,1
76.22,2024-01-01 00:01:40,1
75.53,2024-01-01 00:01:41,1
74.75,2024-01-01 00:01:42,1
73.97,2024-01-01 00:01:43,1
73.18,2024-01-01 00:01:44,1
72.38,2024-01-01 00:01:45,1
71.55,2024-01-01 00:01:46,1
70.8,2024-01-01 00:01:47,1
69.63,2024-01-01 00:01:48,1
68.42,2024-01-01 00:01:49,1
67.37,2024-01-01 00:01:50,1
66.35,2024-01-01 00:01:51,1
65.35,2024-01-01 00:01:52,1
64.33,2024-01-01 00:01:53,1
63.32,2024-01-01 00:01:54,1
62.32,2024-01-01 00:01:55,1
61.32,2024-01-01 00:01:56,1
60.33,2024-01-01 00:01:57,1
