start_time,end_time,activity,acc_x_mean,acc_x_min,acc_x_max,acc_x_median,acc_x_std,acc_x_zcross,acc_x_meancross,fft_acc_x_mean,fft_acc_x_min,fft_acc_x_second_max,fft_acc_x_dc_component,fft_acc_x_std,fft_acc_x_median,fft_acc_x_dominant_freq,acc_y_mean,acc_y_min,acc_y_max,acc_y_median,acc_y_std,acc_y_zcross,acc_y_meancross,fft_acc_y_mean,fft_acc_y_min,fft_acc_y_second_max,fft_acc_y_dc_component,fft_acc_y_std,fft_acc_y_median,fft_acc_y_dominant_freq,acc_z_mean,acc_z_min,acc_z_max,acc_z_median,acc_z_std,acc_z_zcross,acc_z_meancross,fft_acc_z_mean,fft_acc_z_min,fft_acc_z_second_max,fft_acc_z_dc_component,fft_acc_z_std,fft_acc_z_median,fft_acc_z_dominant_freq
2024-01-01 00:00:00.000000,2024-01-01 00:00:07.000000,0,-40.0,-40,-40,-40.0,0.0,0.0,0.0,40.0,0.0,2.2737367544323206e-13,9000.0,598.6651818838307,0.0,0.0,9.008888888888889,9,10,9.0,0.09407022031018292,0.0,0.017857142857142856,10.273332633725806,0.0418848397667139,1.9999999999999998,2027.0,134.74961460648717,1.3993266810267309,0.0,50.13777777777778,50,51,50.0,0.3454350833737025,0.0,0.25,54.80325183771063,0.3537386805793293,12.049114508181335,11281.0,750.0850642347256,4.390739375491515,0.0
2024-01-01 00:00:07.000000,2024-01-01 00:00:14.000000,0,-40.004444444444445,-41,-40,-40.0,0.06666666666666676,0.0,0.008928571428571428,41.0,0.9999999999999589,1.0000000000000768,9001.0,598.6651818838307,1.0,0.0,9.026666666666667,9,10,9.0,0.16146649364939034,0.0,0.05357142857142857,11.163321724152912,0.11551445954123375,5.427041214892211,2031.0,134.9606618540494,2.122688997191582,0.0,50.24,50,51,50.0,0.42803537904510364,0.0,0.33035714285714285,55.93627683065418,0.5651031012820633,14.129574730971926,11304.0,751.5484900752075,5.623325767454032,0.0
2024-01-01 00:00:14.000000,2024-01-01 00:00:21.000000,0,-39.995555555555555,-40,-39,-40.0,0.06666666666666668,0.0,0.008928571428571428,40.99111111111111,0.999999999999985,1.0000000000002274,8999.0,598.5321451767456,0.9999999999999998,0.0,9.08,9,10,9.0,0.2718980901524895,0.0,0.14285714285714285,12.603569322718476,0.2665034312568071,8.503589882206814,2043.0,135.67663778384042,3.1814098051058224,0.0,50.32,50,51,50.0,0.46751623348438814,0.0,0.375,56.44663211290077,0.8588722744304425,15.820074165550537,11322.0,752.7189234522477,5.982288491724174,0.0
2024-01-01 00:00:21.000000,2024-01-01 00:00:28.000000,0,-41.23111111111111,-67,-4,-40.0,10.893146236080508,0.0,0.03571428571428571,121.06953502002385,3.553240362866545,937.4669322129799,9277.0,628.0311836923667,37.29332125689747,0.0,5.168888888888889,-18,15,9.0,7.863109567053743,0.03125,0.013392857142857142,52.528932436626995,0.5669410043148068,797.7146122243636,1163.0,130.77351129746526,15.385611032560972,0.0,47.48444444444444,19,67,50.0,9.507561735730683,0.0,0.008928571428571428,102.95835528789743,1.9565070994665223,870.6884647896884,10684.0,719.0073553701735,21.97642496847609,0.0
2024-01-01 00:00:28.000000,2024-01-01 00:00:35.000000,0,-30.871111111111112,-63,-1,-35.0,11.606506453859927,0.0,0.03125,112.26012755580676,5.315477037850975,1345.5315834163134,6946.0,481.66758637171546,47.223576458574655,0.0,-2.6533333333333333,-24,6,0.0,7.359080882051185,0.049107142857142856,0.022321428571428572,39.26792659714915,2.395284926707812,722.4815271570473,597.0,110.33145490185882,13.590989774045953,0.14222222222222222,54.99111111111111,39,82,54.0,4.380344807765781,0.0,0.10267857142857142,106.01482406507694,12.355228774699182,414.3511348754446,12373.0,820.648436956076,46.62057543328431,0.0
2024-01-01 00:00:35.000000,2024-01-01 00:00:42.000000,0,-37.85333333333333,-40,-34,-38.0,1.3163803184707514,0.0,0.05803571428571429,48.130787034904124,0.9786663793122149,139.41827404566126,8517.0,566.0993087254219,7.3823259487834285,0.0,1.4355555555555555,1,2,1.0,0.4969350505291853,0.0,0.41517857142857145,7.825845958256711,0.4343481759939134,29.82860644298172,323.0,21.39523626973157,6.2957421660983215,0.0,52.8,51,55,53.0,0.9161253813129028,0.0,0.20982142857142858,60.663550117383245,0.1822488035114292,96.56812297798511,11880.0,789.7923357991995,5.847920464057292,0.0
2024-01-01 00:00:42.000000,2024-01-01 00:00:49.000000,0,-35.68,-43,-12,-36.0,3.992716583265801,0.0,0.044642857142857144,75.50192229463372,4.53770430156297,337.9057003259715,8028.0,533.206770146268,26.752506875392807,0.0,1.44,-8,25,2.0,2.6553853634776687,0.07589285714285714,0.10267857142857142,32.158813651071895,8.09318501499224,172.90487495225992,324.0,31.808972076375433,22.24691695538225,0.0,53.88444444444445,46,79,54.0,2.9391109226895495,0.0,0.10714285714285714,89.69380907543108,9.516623649406336,220.61228998844712,12124.0,804.4781044960394,29.30341019315516,0.0
2024-01-01 00:00:49.000000,2024-01-01 00:00:56.000000,0,-44.382222222222225,-62,-25,-40.0,8.19928374727048,0.0,0.017857142857142856,90.42875026792443,0.5675430329532574,1011.1119558991963,9986.0,670.8819874799004,19.434922492722016,0.0,-1.728888888888889,-13,13,1.0,5.107095126872099,0.049107142857142856,0.008928571428571428,38.24759671995072,1.829927649777766,616.030457205827,389.0,71.07827618300837,20.50519963297236,0.14222222222222222,45.38666666666666,19,68,51.0,10.09847937633611,0.0,0.017857142857142856,101.21011730725441,3.969985556683449,1221.3775384076553,10212.0,689.991675424169,20.38857676272136,0.0
2024-01-01 00:00:56.000000,2024-01-01 00:01:03.000000,0,-35.80444444444444,-37,-33,-36.0,0.5061918200940814,0.0,0.12053571428571429,41.90059598869706,0.44811001884111973,33.53318652331527,8056.0,535.4832771019016,5.349151113203284,0.0,0.044444444444444446,-1,1,0.0,0.26352313834736546,0.060267857142857144,0.09375,3.5082083376327198,0.1981998227165364,8.553099204557213,10.0,1.921581187398614,3.1058066758019875,0.0,54.13777777777778,54,56,54.0,0.3581256319421555,0.0,0.12946428571428573,58.36313150898262,0.3492846679971071,23.749876184631,12181.0,809.9844102700156,3.69972841682767,0.0
2024-01-01 00:01:03.000000,2024-01-01 00:01:10.000000,0,-35.03111111111111,-36,-34,-35.0,0.21939671974512423,0.0,0.044642857142857144,37.98097436540941,0.4090894560547222,7.58252980066988,7882.0,524.1025143865027,2.9374602613517835,0.0,-0.0044444444444444444,-1,0,0.0,0.06666666666666667,0.004464285714285714,0.008928571428571428,1.0,0.9999999999999997,1.0000000000000002,1.0,1.362758249913681e-16,1.0,2.417777777777778,54.75555555555555,54,55,55.0,0.43071553607441704,0.0,0.32589285714285715,60.2016084939834,0.3911194294776103,20.908605367823096,12320.0,819.1494163672078,4.999201606618453,0.0
2024-01-01 00:01:10.000000,2024-01-01 00:01:17.000000,0,-34.81333333333333,-36,-33,-35.0,0.5182387756347735,0.0,0.23214285714285715,41.24627745094126,0.20587824663592022,20.514431667158075,7833.0,520.6263003310914,5.382678806355344,0.0,0.03111111111111111,-1,1,0.0,0.2568892047012935,0.044642857142857144,0.0625,3.30866438883334,0.3424430919574469,9.021957771800086,7.0,2.0131418136996944,2.721757728857064,5.831111111111111,54.88,54,56,55.0,0.3765444386599194,0.0,0.20982142857142858,59.91383774657808,0.4077123391108241,13.003381699357684,12348.0,821.036133216119,5.125077778161159,0.0
2024-01-01 00:01:20.000000,2024-01-01 00:01:27.000000,1,-34.19111111111111,-35,-33,-34.0,0.4160948457202041,0.0,0.23214285714285715,39.55040823149824,0.5457700940216426,15.801345071215495,7693.0,511.37732175832934,4.896682277892786,0.0,0.20444444444444446,0,1,0.0,0.4041942798618206,0.11160714285714286,0.22321428571428573,5.403626836081579,0.3706997401397398,20.531556632399404,46.0,4.098879970965116,4.64328926477514,0.0,55.01777777777778,54,56,55.0,0.21053597513346006,0.0,0.03571428571428571,57.729457932540676,0.46778475243917433,7.258576635586743,12379.0,823.2510611513446,2.4309639339668223,0.0
2024-01-01 00:01:27.000000,2024-01-01 00:01:34.000000,1,-34.39555555555555,-37,-32,-34.0,0.5893229906440014,0.0,0.40625,41.84274461682011,0.7121810165074021,31.68365183741086,7739.0,514.3094250769002,6.488633644162357,0.0,0.5911111111111111,0,1,1.0,0.4927248499698168,0.16741071428571427,0.33482142857142855,6.682538392540403,0.5913276684184937,22.757023098678314,133.0,9.399131908438328,5.179285566866447,0.0,54.98222222222222,54,56,55.0,0.21053597513346026,0.0,0.026785714285714284,57.75278760133066,0.14078260268013917,7.0934263264781965,12371.0,822.7147838250361,2.4901460808080205,0.0
2024-01-01 00:01:34.000000,2024-01-01 00:01:41.000000,1,-35.36888888888889,-51,-8,-35.0,10.362704035175131,0.0,0.03571428571428571,93.37117663734858,3.6467435784293674,1177.438093289703,7958.0,544.7952123260235,22.34511714795843,0.0,13.648888888888889,-2,67,3.0,21.557570577556962,0.0625,0.004464285714285714,134.33990271439907,9.264275615069316,2309.056866351421,3071.0,357.7258594771781,42.337016746918884,0.0,45.32888888888889,13,58,49.0,13.003375630111504,0.0,0.05803571428571429,128.83254182302642,5.893741598285962,1251.9028187058561,10199.0,695.4043256749401,33.276278205696876,0.0
