start_time,end_time,activity,acc_x_mean,acc_x_min,acc_x_max,acc_x_median,acc_x_std,acc_x_zcross,acc_x_meancross,fft_acc_x_mean,fft_{column}_min,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_std,fft_{column}_median,fft_{column}_dominant_freq,acc_y_mean,acc_y_min,acc_y_max,acc_y_median,acc_y_std,acc_y_zcross,acc_y_meancross,fft_acc_y_mean,acc_z_mean,acc_z_min,acc_z_max,acc_z_median,acc_z_std,acc_z_zcross,acc_z_meancross,fft_acc_z_mean
2024-01-01 00:00:00.000000,2024-01-01 00:00:07.000000,0,-39.68,-40.0,32.0,-40.0,4.799999999999976,0.004464285714285714,0.004464285714285714,111.36,9.208018100924578,26.758618979573832,11263.0,747.9765121886749,19.232591611058858,0.0,9.11111111111111,9.0,32.0,9.0,1.535621997965297,0.0,0.022321428571428572,32.02174684787271,50.05777777777778,32.0,51.0,50.0,1.2575644134469866,0.0,0.25,68.45536658338096
2024-01-01 00:00:07.000000,2024-01-01 00:00:14.000000,0,-40.004444444444445,-41.0,-40.0,-40.0,0.06666666666666676,0.0,0.008928571428571428,41.0,0.5651031012820633,14.129574730971928,11304.0,751.5484900752075,5.623325767454031,0.0,9.026666666666667,9.0,10.0,9.0,0.16146649364939034,0.0,0.049107142857142856,11.163321724152912,50.24,50.0,51.0,50.0,0.42803537904510364,0.0,0.33035714285714285,55.93627683065418
2024-01-01 00:00:14.000000,2024-01-01 00:00:21.000000,0,-39.995555555555555,-40.0,-39.0,-40.0,0.06666666666666668,0.0,0.008928571428571428,40.99111111111111,0.8449907504637248,15.580113263979857,11321.0,752.6557860270508,5.781062874776208,0.0,9.084444444444445,9.0,10.0,9.0,0.2786731600975063,0.0,0.14285714285714285,12.759705772676915,50.315555555555555,50.0,51.0,50.0,0.46577295374940336,0.0,0.3705357142857143,56.39386278667486
2024-01-01 00:00:21.000000,2024-01-01 00:00:28.000000,0,-41.54222222222222,-67.0,-4.0,-40.0,10.336708358202802,0.0,0.03571428571428571,116.87230651639321,3.0718435241041617,839.4828973589136,10652.0,716.6551795094691,18.85488206827977,0.0,5.302222222222222,-18.0,15.0,9.0,7.807805414892547,0.03125,0.013392857142857142,53.469380333414655,47.34222222222222,19.0,67.0,50.0,9.331840867066578,0.0,0.008928571428571428,101.00175088705427
2024-01-01 00:00:28.000000,2024-01-01 00:00:35.000000,0,-30.61777777777778,-63.0,-1.0,-35.0,11.782843325165487,0.0,0.03125,110.75104864893216,8.937584173553898,434.5812645341795,12398.0,822.3917485199931,44.45317637417477,0.0,-2.7155555555555555,-24.0,6.0,0.0,7.349014619186441,0.049107142857142856,0.022321428571428572,38.49731227058267,55.102222222222224,39.0,82.0,54.0,4.4884021620454115,0.0,0.06696428571428571,106.49794348356413
2024-01-01 00:00:35.000000,2024-01-01 00:00:42.000000,0,-37.83111111111111,-40.0,-34.0,-38.0,1.3187897289584725,0.0,0.05803571428571429,48.16289647487849,0.6792605614869754,97.1033916847506,11883.0,789.9795583461694,6.128844321650582,0.0,1.4444444444444444,1.0,2.0,1.0,0.49801192055599736,0.0,0.4107142857142857,7.782965772965399,52.81333333333333,51.0,55.0,53.0,0.9165151389911683,0.0,0.20982142857142858,60.83828889105245
2024-01-01 00:00:42.000000,2024-01-01 00:00:49.000000,0,-35.666666666666664,-43.0,-12.0,-36.0,3.978738134491532,0.0,0.044642857142857144,75.3791118894571,10.849483643506977,218.17503650518088,12127.0,804.6739238454104,29.56234054333212,0.0,1.4355555555555555,-8.0,25.0,2.0,2.6552807522022754,0.07589285714285714,0.10714285714285714,32.15465361905302,53.897777777777776,46.0,79.0,54.0,2.9266699208138998,0.0,0.10714285714285714,89.64862677827712
2024-01-01 00:00:49.000000,2024-01-01 00:00:56.000000,0,-44.413333333333334,-62.0,-25.0,-40.0,8.174044286642934,0.0,0.017857142857142856,90.21720012004292,2.597182669643273,1218.3260599755793,10207.0,689.6228952946342,19.388040941732893,0.0,-1.7155555555555555,-13.0,13.0,1.0,5.11466534460483,0.044642857142857144,0.008928571428571428,38.25504466797319,45.364444444444445,19.0,68.0,51.0,10.082276607359159,0.0,0.017857142857142856,101.1200389905279
2024-01-01 00:00:56.000000,2024-01-01 00:01:03.000000,0,-35.81333333333333,-37.0,-33.0,-36.0,0.5007137762377684,0.0,0.12053571428571429,41.90260001824353,0.19848884842238113,22.152133149504582,12179.0,809.8591560883627,3.4415862310705614,0.0,0.04888888888888889,-1.0,1.0,0.0,0.27109419671410057,0.06473214285714286,0.10267857142857142,3.6027126777526326,54.12888888888889,54.0,56.0,54.0,0.34886437078949345,0.0,0.125,58.23355819323515
2024-01-01 00:01:03.000000,2024-01-01 00:01:10.000000,0,-35.026666666666664,-36.0,-34.0,-35.0,0.20959143930173146,0.0,0.03571428571428571,37.80377766708686,0.24124439254703464,20.21174759916337,12321.0,819.2165032904705,4.799960797905354,0.0,-0.0044444444444444444,-1.0,0.0,0.0,0.06666666666666667,0.004464285714285714,0.008928571428571428,1.0,54.76,54.0,55.0,55.0,0.42803537904510364,0.0,0.33035714285714285,60.19402575451048
