hr,datetime,activity
71.0,2024-01-01 00:00:00,0
70.67,2024-01-01 00:00:01,0
71.25,2024-01-01 00:00:02,0
72.4,2024-01-01 00:00:03,0
74.0,2024-01-01 00:00:04,0
75.57,2024-01-01 00:00:05,0
76.75,2024-01-01 00:00:06,0
77.67,2024-01-01 00:00:07,0
78.4,2024-01-01 00:00:08,0
79.0,2024-01-01 00:00:09,0
79.5,2024-01-01 00:00:10,0
80.0,2024-01-01 00:00:11,0
80.43,2024-01-01 00:00:12,0
80.87,2024-01-01 00:00:13,0
81.19,2024-01-01 00:00:14,0
81.47,2024-01-01 00:00:15,0
81.72,2024-01-01 00:00:16,0
81.95,2024-01-01 00:00:17,0
82.15,2024-01-01 00:00:18,0
82.33,2024-01-01 00:00:19,0
82.5,2024-01-01 00:00:20,0
82.7,2024-01-01 00:00:21,0
82.96,2024-01-01 00:00:22,0
83.2,2024-01-01 00:00:23,0
83.46,2024-01-01 00:00:24,0
83.81,2024-01-01 00:00:25,0
84.25,2024-01-01 00:00:26,0
84.69,2024-01-01 00:00:27,0
85.1,2024-01-01 00:00:28,0
85.48,2024-01-01 00:00:29,0
85.81,2024-01-01 00:00:30,0
86.09,2024-01-01 00:00:31,0
86.29,2024-01-01 00:00:32,0
86.46,2024-01-01 00:00:33,0
86.58,2024-01-01 00:00:34,0
86.7,2024-01-01 00:00:35,0
86.79,2024-01-01 00:00:36,0
86.87,2024-01-01 00:00:37,0
86.97,2024-01-01 00:00:38,0
87.1,2024-01-01 00:00:39,0
87.21,2024-01-01 00:00:40,0
87.35,2024-01-01 00:00:41,0
87.48,2024-01-01 00:00:42,0
87.6,2024-01-01 00:00:43,0
87.72,2024-01-01 00:00:44,0
87.83,2024-01-01 00:00:45,0
87.92,2024-01-01 00:00:46,0
88.0,2024-01-01 00:00:47,0
88.08,2024-01-01 00:00:48,0
88.16,2024-01-01 00:00:49,0
88.23,2024-01-01 00:00:50,0
88.32,2024-01-01 00:00:51,0
88.41,2024-01-01 00:00:52,0
88.49,2024-01-01 00:00:53,0
88.54,2024-01-01 00:00:54,0
88.54,2024-01-01 00:00:55,0
88.57,2024-01-01 00:00:56,0
88.54,2024-01-01 00:00:57,0
88.57,2024-01-01 00:00:58,0
88.85,2024-01-01 00:00:59,0
89.15,2024-01-01 00:01:00,0
89.48,2024-01-01 00:01:01,0
89.8,2024-01-01 00:01:02,0
90.05,2024-01-01 00:01:03,0
90.23,2024-01-01 00:01:04,0
90.38,2024-01-01 00:01:05,0
90.55,2024-01-01 00:01:06,0
90.72,2024-01-01 00:01:07,0
90.9,2024-01-01 00:01:08,0
91.08,2024-01-01 00:01:09,0
91.27,2024-01-01 00:01:10,0
91.43,2024-01-01 00:01:11,0
91.6,2024-01-01 00:01:12,0
91.75,2024-01-01 00:01:13,0
91.9,2024-01-01 00:01:14,0
92.05,2024-01-01 00:01:15,0
92.2,2024-01-01 00:01:16,0
92.37,2024-01-01 00:01:17,0
92.53,2024-01-01 00:01:18,0
92.7,2024-01-01 00:01:19,0
92.88,2024-01-01 00:01:20,1
93.03,2024-01-01 00:01:21,1
93.15,2024-01-01 00:01:22,1
93.25,2024-01-01 00:01:23,1
93.32,2024-01-01 00:01:24,1
93.33,2024-01-01 00:01:25,1
93.28,2024-01-01 00:01:26,1
93.22,2024-01-01 00:01:27,1
93.15,2024-01-01 00:01:28,1
93.08,2024-01-01 00:01:29,1
93.07,2024-01-01 00:01:30,1
93.08,2024-01-01 00:01:31,1
93.17,2024-01-01 00:01:32,1
93.3,2024-01-01 00:01:33,1
93.48,2024-01-01 00:01:34,1
93.68,2024-01-01 00:01:35,1
93.95,2024-01-01 00:01:36,1
94.25,2024-01-01 00:01:37,1
94.55,2024-01-01 00:01:38,1
94.85,2024-01-01 00:01:39,1
95.18,2024-01-01 00:01:40,1
95.48,2024-01-01 00:01:41,1
95.8,2024-01-01 00:01:42,1
96.1,2024-01-01 00:01:43,1
96.38,2024-01-01 00:01:44,1
96.63,2024-01-01 00:01:45,1
96.87,2024-01-01 00:01:46,1
97.08,2024-01-01 00:01:47,1
97.3,2024-01-01 00:01:48,1
97.52,2024-01-01 00:01:49,1
97.73,2024-01-01 00:01:50,1
97.92,2024-01-01 00:01:51,1
98.12,2024-01-01 00:01:52,1
98.32,2024-01-01 00:01:53,1
98.55,2024-01-01 00:01:54,1
98.83,2024-01-01 00:01:55,1
99.07,2024-01-01 00:01:56,1
99.37,2024-01-01 00:01:57,1
99.65,2024-01-01 00:01:58,1
99.93,2024-01-01 00:01:59,1
100.18,2024-01-01 00:02:00,1
100.4,2024-01-01 00:02:01,1
100.58,2024-01-01 00:02:02,1
100.77,2024-01-01 00:02:03,1
100.95,2024-01-01 00:02:04,1
101.12,2024-01-01 00:02:05,1
101.35,2024-01-01 00:02:06,1
101.57,2024-01-01 00:02:07,1
101.73,2024-01-01 00:02:08,1
101.92,2024-01-01 00:02:09,1
102.1,2024-01-01 00:02:10,1
102.28,2024-01-01 00:02:11,1
102.47,2024-01-01 00:02:12,1
102.63,2024-01-01 00:02:13,1
102.82,2024-01-01 00:02:14,1
102.98,2024-01-01 00:02:15,1
103.15,2024-01-01 00:02:16,1
103.3,2024-01-01 00:02:17,1
103.45,2024-01-01 00:02:18,1
103.62,2024-01-01 00:02:19,1
103.75,2024-01-01 00:02:20,1
103.87,2024-01-01 00:02:21,1
103.97,2024-01-01 00:02:22,1
104.08,2024-01-01 00:02:23,1
104.27,2024-01-01 00:02:24,1
104.45,2024-01-01 00:02:25,1
104.67,2024-01-01 00:02:26,1
104.83,2024-01-01 00:02:27,1
104.98,2024-01-01 00:02:28,1
105.1,2024-01-01 00:02:29,1
105.2,2024-01-01 00:02:30,1
105.28,2024-01-01 00:02:31,1
105.27,2024-01-01 00:02:32,1
105.23,2024-01-01 00:02:33,1
105.2,2024-01-01 00:02:34,1
105.17,2024-01-01 00:02:35,1
105.1,2024-01-01 00:02:36,1
105.0,2024-01-01 00:02:37,1
104.87,2024-01-01 00:02:38,1
104.7,2024-01-01 00:02:39,1
104.55,2024-01-01 00:02:40,1
104.4,2024-01-01 00:02:41,1
104.2,2024-01-01 00:02:42,1
103.98,2024-01-01 00:02:43,1
103.77,2024-01-01 00:02:44,1
103.57,2024-01-01 00:02:45,1
103.42,2024-01-01 00:02:46,1
103.28,2024-01-01 00:02:47,1
103.17,2024-01-01 00:02:48,1
103.07,2024-01-01 00:02:49,1
102.87,2024-01-01 00:02:50,1
102.72,2024-01-01 00:02:51,1
102.55,2024-01-01 00:02:52,1
102.38,2024-01-01 00:02:53,1
102.22,2024-01-01 00:02:54,1
102.02,2024-01-01 00:02:55,1
101.83,2024-01-01 00:02:56,1
101.6,2024-01-01 00:02:57,1
101.33,2024-01-01 00:02:58,1
101.12,2024-01-01 00:02:59,1
100.92,2024-01-01 00:03:00,1
100.73,2024-01-01 00:03:01,1
100.57,2024-01-01 00:03:02,1
100.4,2024-01-01 00:03:03,1
100.17,2024-01-01 00:03:04,1
99.9,2024-01-01 00:03:05,1
99.52,2024-01-01 00:03:06,1
99.12,2024-01-01 00:03:07,1
98.73,2024-01-01 00:03:08,1
98.33,2024-01-01 00:03:09,1
97.93,2024-01-01 00:03:10,1
97.53,2024-01-01 00:03:11,1
97.13,2024-01-01 00:03:12,1
96.77,2024-01-01 00:03:13,1
96.42,2024-01-01 00:03:14,1
96.08,2024-01-01 00:03:15,1
95.77,2024-01-01 00:03:16,1
95.47,2024-01-01 00:03:17,1
95.18,2024-01-01 00:03:18,1
94.92,2024-01-01 00:03:19,1
94.7,2024-01-01 00:03:20,1
94.53,2024-01-01 00:03:21,1
94.38,2024-01-01 00:03:22,1
94.25,2024-01-01 00:03:23,1
94.07,2024-01-01 00:03:24,1
93.88,2024-01-01 00:03:25,1
93.68,2024-01-01 00:03:26,1
93.53,2024-01-01 00:03:27,1
93.38,2024-01-01 00:03:28,1
93.25,2024-01-01 00:03:29,1
93.1,2024-01-01 00:03:30,1
92.93,2024-01-01 00:03:31,1
92.83,2024-01-01 00:03:32,1
92.72,2024-01-01 00:03:33,1
92.58,2024-01-01 00:03:34,1
92.43,2024-01-01 00:03:35,1
92.25,2024-01-01 00:03:36,1
92.1,2024-01-01 00:03:37,1
91.97,2024-01-01 00:03:38,1
91.8,2024-01-01 00:03:39,1
91.55,2024-01-01 00:03:40,1
91.3,2024-01-01 00:03:41,1
91.07,2024-01-01 00:03:42,1
90.87,2024-01-01 00:03:43,1
90.68,2024-01-01 00:03:44,1
90.53,2024-01-01 00:03:45,1
90.3,2024-01-01 00:03:46,1
90.08,2024-01-01 00:03:47,1
89.87,2024-01-01 00:03:48,1
89.63,2024-01-01 00:03:49,1
89.48,2024-01-01 00:03:50,1
89.3,2024-01-01 00:03:51,1
89.12,2024-01-01 00:03:52,1
88.92,2024-01-01 00:03:53,1
88.72,2024-01-01 00:03:54,1
88.55,2024-01-01 00:03:55,1
88.42,2024-01-01 00:03:56,1
88.32,2024-01-01 00:03:57,1
88.22,2024-01-01 00:03:58,1
88.08,2024-01-01 00:03:59,1
87.95,2024-01-01 00:04:00,1
87.82,2024-01-01 00:04:01,1
87.65,2024-01-01 00:04:02,1
87.48,2024-01-01 00:04:03,1
87.37,2024-01-01 00:04:04,1
87.28,2024-01-01 00:04:05,1
87.23,2024-01-01 00:04:06,1
87.22,2024-01-01 00:04:07,1
87.23,2024-01-01 00:04:08,1
87.25,2024-01-01 00:04:09,1
87.28,2024-01-01 00:04:10,1
87.32,2024-01-01 00:04:11,1
87.35,2024-01-01 00:04:12,1
87.37,2024-01-01 00:04:13,1
87.37,2024-01-01 00:04:14,1
87.37,2024-01-01 00:04:15,1
87.35,2024-01-01 00:04:16,1
87.32,2024-01-01 00:04:17,1
87.27,2024-01-01 00:04:18,1
87.18,2024-01-01 00:04:19,1
87.07,2024-01-01 00:04:20,1
86.95,2024-01-01 00:04:21,1
86.83,2024-01-01 00:04:22,1
86.7,2024-01-01 00:04:23,1
86.55,2024-01-01 00:04:24,1
86.42,2024-01-01 00:04:25,1
86.28,2024-01-01 00:04:26,1
86.13,2024-01-01 00:04:27,1
86.0,2024-01-01 00:04:28,1
85.88,2024-01-01 00:04:29,1
85.77,2024-01-01 00:04:30,1
85.67,2024-01-01 00:04:31,1
85.57,2024-01-01 00:04:32,1
85.47,2024-01-01 00:04:33,1
85.35,2024-01-01 00:04:34,1
85.23,2024-01-01 00:04:35,1
85.15,2024-01-01 00:04:36,1
85.03,2024-01-01 00:04:37,1
84.93,2024-01-01 00:04:38,1
84.88,2024-01-01 00:04:39,1
84.9,2024-01-01 00:04:40,1
84.93,2024-01-01 00:04:41,1
84.98,2024-01-01 00:04:42,1
85.05,2024-01-01 00:04:43,1
85.12,2024-01-01 00:04:44,1
85.17,2024-01-01 00:04:45,1
85.28,2024-01-01 00:04:46,1
85.37,2024-01-01 00:04:47,1
85.45,2024-01-01 00:04:48,1
85.52,2024-01-01 00:04:49,1
85.6,2024-01-01 00:04:50,1
85.65,2024-01-01 00:04:51,1
85.68,2024-01-01 00:04:52,1
85.72,2024-01-01 00:04:53,1
85.72,2024-01-01 00:04:54,1
85.68,2024-01-01 00:04:55,1
85.63,2024-01-01 00:04:56,1
85.52,2024-01-01 00:04:57,1
85.42,2024-01-01 00:04:58,1
85.35,2024-01-01 00:04:59,1
85.3,2024-01-01 00:05:00,1
85.27,2024-01-01 00:05:01,1
85.27,2024-01-01 00:05:02,1
85.28,2024-01-01 00:05:03,1
85.28,2024-01-01 00:05:04,1
85.28,2024-01-01 00:05:05,1
85.27,2024-01-01 00:05:06,1
85.28,2024-01-01 00:05:07,1
85.27,2024-01-01 00:05:08,1
85.25,2024-01-01 00:05:09,1
