start_time,end_time,activity,hr_mean,hr_min,hr_max,hr_median,hr_std,hr_zcross,hr_meancross,fft_hr_mean,fft_hr_min,fft_hr_second_max,fft_hr_dc_component,fft_hr_std,fft_hr_median,fft_hr_dominant_freq
2024-01-01 00:00:00,2024-01-01 00:00:07,0,73.66375000000001,70.67,77.67,73.2,2.746509147991318,0.0,0.14285714285714285,79.45811517122522,3.3100000000000023,12.98334157900441,589.31,192.74334134655936,4.865069372578348,0.0
2024-01-01 00:00:07,2024-01-01 00:00:14,0,79.6325,77.67,81.19,79.75,1.2256980518405476,0.0,0.14285714285714285,82.4518278391879,1.9799999999999613,5.182757490892682,637.06,209.6256016949669,2.8809026363277006,0.0
2024-01-01 00:00:14,2024-01-01 00:00:21,0,82.00125,81.19,82.7,82.05000000000001,0.5195172896889146,0.0,0.14285714285714285,83.20172063580063,0.8900000000000432,2.1811488587014756,656.01,216.50173898433746,1.2234786471369177,0.0
2024-01-01 00:00:21,2024-01-01 00:00:28,0,83.77125000000001,82.7,85.1,83.63499999999999,0.8509899697243362,0.0,0.14285714285714285,85.71055078545848,1.3700000000000045,3.664766047140019,670.17,220.9066531004744,1.9305180651835532,0.0
2024-01-01 00:00:28,2024-01-01 00:00:35,0,86.06375,85.1,86.7,86.19,0.5624166604929132,0.0,0.14285714285714285,87.3556665387885,0.9500000000000455,2.3865455989622797,688.51,227.2156557624584,1.3124404748406835,0.0
2024-01-01 00:00:35,2024-01-01 00:00:42,0,87.05875,86.7,87.48,87.035,0.2754963053939435,0.0,0.14285714285714285,87.68708422830898,0.4300000000000068,1.186293912147352,696.47,230.09848795578262,0.6155485358604789,0.0
2024-01-01 00:00:42,2024-01-01 00:00:49,0,87.84875,87.48,88.16,87.875,0.2369712158530162,0.0,0.14285714285714285,88.39322206004928,0.38999999999998636,1.0036498901074755,702.7900000000001,232.22027128104648,0.5586591089385512,0.0
2024-01-01 00:00:49,2024-01-01 00:00:56,0,88.4075,88.16,88.57,88.44999999999999,0.15526475085203048,0.0,0.14285714285714285,88.75031147083362,0.2400000000000091,0.7037281106271525,707.26,233.7747621404629,0.29698484809836123,0.0
2024-01-01 00:00:56,2024-01-01 00:01:03,0,89.12625,88.54,90.05,89.0,0.5942326985281109,0.0,0.14285714285714285,90.40008861361015,0.8146597242575729,2.7716654801170777,713.01,235.32573866589993,1.0940292500659885,0.0
2024-01-01 00:01:03,2024-01-01 00:01:10,0,90.64750000000001,90.05,91.27,90.63499999999999,0.4235816669444376,0.0,0.14285714285714285,91.62108548862003,0.7200000000000273,1.7985698879525194,725.18,239.46312178263895,0.9758073580374325,0.0
2024-01-01 00:01:10,2024-01-01 00:01:17,0,91.82124999999999,91.27,92.37,91.825,0.3806174494911446,0.0,0.14285714285714285,92.69794031117607,0.6299999999999955,1.6055761864220572,734.57,242.60511445982678,0.8980534505250658,0.0
