start_time,end_time,activity,acc_x_mean,acc_x_median,acc_x_std,acc_x_meancross,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_dominant_freq,acc_y_mean,acc_y_median,acc_y_std,acc_y_meancross,acc_z_mean,acc_z_median,acc_z_std,acc_z_meancross
2024-01-01 00:00:00.000000,2024-01-01 00:00:06.000000,0,-26.730569948186528,-27.0,4.2536685375842405,0.005208333333333333,37.0051519582693,11299.0,0.0,1.2279792746113989,1.0,2.2406854790967103,0.10416666666666667,58.5440414507772,59.0,1.9762596822295875,0.3854166666666667
2024-01-01 00:00:03.000000,2024-01-01 00:00:09.000000,0,-23.616580310880828,-27.0,4.873197820201705,0.036458333333333336,160.43729726515656,11545.0,0.0,0.41450777202072536,1.0,3.6819091644133985,0.0625,59.818652849740936,59.0,2.4266884690322357,0.09895833333333333
2024-01-01 00:00:06.000000,2024-01-01 00:00:12.000000,0,-26.88082901554404,-25.0,8.830657731778546,0.07291666666666667,476.6854100536717,11184.0,0.0,-1.6528497409326426,-2.0,5.42646914277718,0.08854166666666667,57.94818652849741,59.0,4.572040177173924,0.06770833333333333
2024-01-01 00:00:09.000000,2024-01-01 00:00:15.000000,0,-35.715025906735754,-38.0,5.222809760674818,0.046875,246.8259963144823,10393.0,0.0,-3.010362694300518,-3.0,3.809239913937481,0.08333333333333333,53.84974093264249,53.0,3.029922378549409,0.046875
2024-01-01 00:00:12.000000,2024-01-01 00:00:18.000000,0,-37.38341968911917,-38.0,2.87918802121107,0.0625,130.41069710873063,10209.0,0.0,-3.471502590673575,-3.0,4.150861647653653,0.005208333333333333,52.89637305699482,53.0,2.169782368526921,0.1875
2024-01-01 00:00:15.000000,2024-01-01 00:00:21.000000,0,-37.60621761658031,-38.0,4.344580279677553,0.09375,215.68191244446413,10145.0,0.0,-3.5751295336787563,-3.0,4.367947066034031,0.11458333333333333,52.56476683937824,53.0,3.233484007314917,0.06770833333333333
2024-01-01 00:00:18.000000,2024-01-01 00:00:24.000000,0,-39.259067357512954,-40.0,3.3205849698982792,0.03125,122.93006399043544,9931.0,0.0,-3.243523316062176,-3.0,1.4316991728673105,0.2864583333333333,51.4559585492228,51.0,2.457848449004319,0.020833333333333332
2024-01-01 00:00:21.000000,2024-01-01 00:00:27.000000,0,-40.0,-40.0,0.0,0.0,9.131251709519465e-13,9843.0,0.0,-3.1968911917098444,-3.0,0.3986836067703636,0.2916666666666667,51.0,51.0,0.0,0.0
2024-01-01 00:00:24.000000,2024-01-01 00:00:30.000000,0,-40.0,-40.0,0.0,0.0,9.131251709519465e-13,9843.0,0.0,-3.1813471502590676,-3.0,0.3863076395836495,0.3229166666666667,51.0,51.0,0.0,0.0
2024-01-01 00:00:27.000000,2024-01-01 00:00:33.000000,0,-40.0,-40.0,0.0,0.0,9.131251709519465e-13,9843.0,0.0,-3.2694300518134716,-3.0,0.44481759666240545,0.4270833333333333,51.0,51.0,0.0,0.0
2024-01-01 00:00:30.000000,2024-01-01 00:00:36.000000,0,-39.98963730569948,-40.0,0.10153187644463983,0.015625,1.000000000000645,9844.0,0.0,-3.4196891191709846,-3.0,0.49479152463410353,0.484375,51.005181347150256,51.0,0.07198157507486935,0.010416666666666666
2024-01-01 00:00:33.000000,2024-01-01 00:00:39.000000,0,-39.90673575129534,-40.0,0.2915587019520046,0.14583333333333334,6.221816060487001,9853.0,0.0,-3.704663212435233,-4.0,0.4573804665611669,0.359375,51.05181347150259,51.0,0.22222671987388612,0.09375
2024-01-01 00:00:36.000000,2024-01-01 00:00:42.000000,0,-39.751295336787564,-40.0,0.4333864720972397,0.328125,9.035043693662645,9860.0,0.0,-3.937823834196891,-4.0,0.24210326234337567,0.10416666666666667,51.0880829015544,51.0,0.2841525290371424,0.15625
2024-01-01 00:00:39.000000,2024-01-01 00:00:45.000000,0,-39.44041450777202,-39.0,0.5281885654023194,0.265625,40.45586705139852,9915.0,0.0,-3.94300518134715,-4.0,0.23243566532414997,0.08333333333333333,51.373056994818654,51.0,0.49550004400572195,0.203125
2024-01-01 00:00:42.000000,2024-01-01 00:00:48.000000,0,-39.10880829015544,-39.0,0.3587814003878232,0.078125,22.063799065082424,9990.000000000002,0.0,-3.948186528497409,-4.0,0.2222267198738861,0.07291666666666667,51.76165803108808,52.0,0.4392006792058204,0.2552083333333333
2024-01-01 00:00:45.000000,2024-01-01 00:00:51.000000,0,-39.04663212435233,-39.0,0.21139801127490407,0.08333333333333333,15.778846917763968,9990.0,0.0,-3.9844559585492227,-4.0,0.12402469251053033,0.03125,51.76165803108808,52.0,0.42717744550501124,0.3333333333333333
2024-01-01 00:00:48.000000,2024-01-01 00:00:54.000000,0,-38.95854922279793,-39.0,0.3511023843314755,0.08854166666666667,23.30840037163383,10001.000000000002,0.0,-3.9844559585492227,-4.0,0.12402469251053003,0.03125,51.818652849740936,52.0,0.38630763958365055,0.22916666666666666
2024-01-01 00:00:51.000000,2024-01-01 00:00:57.000000,0,-39.09844559585492,-39.0,3.0662218317081242,0.06770833333333333,75.59024719172695,9960.0,0.0,-3.4041450777202074,-4.0,3.626060680983727,0.010416666666666666,51.60621761658031,52.0,1.9579865014591833,0.06770833333333333
2024-01-01 00:00:54.000000,2024-01-01 00:01:00.000000,0,-42.23834196891192,-40.0,6.30022993521783,0.09895833333333333,406.2401382787615,9374.000000000002,0.0,-5.067357512953368,-4.0,6.543971602556087,0.07291666666666667,48.5699481865285,52.0,8.332074602690582,0.08854166666666667
2024-01-01 00:00:57.000000,2024-01-01 00:01:03.000000,0,-44.18652849740933,-44.0,5.084333050991295,0.140625,388.34740226766985,9107.999999999998,0.0,-5.295336787564767,-3.0,5.521815543024938,0.057291666666666664,47.19170984455958,48.0,7.838841171714823,0.140625
2024-01-01 00:01:00.000000,2024-01-01 00:01:06.000000,0,-44.67875647668394,-45.0,2.4812661644670793,0.08333333333333333,225.01728905389032,9048.000000000002,0.0,-4.062176165803109,-4.0,1.2567606466509986,0.057291666666666664,46.880829015544045,47.0,2.3981970955602696,0.11458333333333333
2024-01-01 00:01:03.000000,2024-01-01 00:01:09.000000,0,-46.637305699481864,-47.0,1.6082654329855248,0.15104166666666666,51.99198101346451,8683.0,0.0,-5.010362694300518,-5.0,0.7216130463073946,0.0625,44.98963730569948,45.0,1.5103450119981543,0.3125
2024-01-01 00:01:06.000000,2024-01-01 00:01:12.000000,0,-47.05181347150259,-47.0,0.24454321027698422,0.10416666666666667,16.17284381738929,8604.0,0.0,-5.0,-5.0,0.0,0.0,44.58031088082902,45.0,0.5052081942292767,0.4166666666666667
2024-01-01 00:01:09.000000,2024-01-01 00:01:15.000000,0,-47.15025906735751,-47.0,0.37250899770055923,0.22916666666666666,17.764391110843636,8565.0,0.0,-4.994818652849741,-5.0,0.07198157507486945,0.010416666666666666,44.37823834196891,44.0,0.4968054250883694,0.4010416666666667
2024-01-01 00:01:12.000000,2024-01-01 00:01:18.000000,0,-47.2020725388601,-47.0,0.4025903818325044,0.2708333333333333,19.447939581917325,8550.0,0.0,-4.917098445595855,-5.0,0.27645048465560923,0.15625,44.30051813471503,44.0,0.45967576994170845,0.3229166666666667
2024-01-01 00:01:15.000000,2024-01-01 00:01:21.000000,0,-47.129533678756474,-47.0,0.33666299011313616,0.17708333333333334,31.23253454155909,8589.000000000002,0.0,-4.9067357512953365,-5.0,0.2915587019520046,0.17708333333333334,44.50259067357513,45.0,0.5012936632230296,0.265625
2024-01-01 00:01:18.000000,2024-01-01 00:01:24.000000,0,-47.03626943005181,-47.0,0.18744601986357065,0.052083333333333336,27.214826691601722,8625.0,0.0,-4.979274611398964,-5.0,0.14283400997012283,0.036458333333333336,44.689119170984455,45.0,0.464057906874393,0.3125
2024-01-01 00:01:21.000000,2024-01-01 00:01:27.000000,0,-47.01036269430052,-47.0,0.10153187644463962,0.020833333333333332,17.779722329653506,8623.0,0.0,-4.984455958549223,-5.0,0.12402469251053025,0.03125,44.67875647668394,45.0,0.46816853688515625,0.390625
2024-01-01 00:01:24.000000,2024-01-01 00:01:30.000000,0,-47.15025906735751,-47.0,0.39949503964531113,0.21354166666666666,25.91861084194324,8583.0,0.0,-4.9119170984455955,-5.0,0.28415252903714183,0.125,44.47150259067357,44.0,0.6127689216134712,0.4114583333333333
2024-01-01 00:01:27.000000,2024-01-01 00:01:33.000000,1,-47.33678756476684,-47.0,0.5999514229040211,0.34375,25.61203098567147,8548.0,0.0,-4.72020725388601,-5.0,0.4614920983311714,0.28125,44.29015544041451,44.0,0.7831270628357618,0.4114583333333333
2024-01-01 00:01:30.000000,2024-01-01 00:01:36.000000,1,-47.40414507772021,-47.0,0.7234058765148128,0.3541666666666667,29.83951744246767,8555.0,0.0,-4.606217616580311,-5.0,0.5685898989867009,0.3125,44.32642487046632,44.0,0.891029464184493,0.3802083333333333
