start_time,end_time,activity,hr_mean,hr_median,hr_std,hr_meancross,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_dominant_freq
2024-01-01 00:00:00,2024-01-01 00:00:04,0,69.494,68.67,3.6955622035084197,0.25,10.750547222730832,347.47,0.0
2024-01-01 00:00:03,2024-01-01 00:00:07,0,68.256,68.67,1.4754761943182946,0.5,4.123324162499439,341.28,0.0
2024-01-01 00:00:06,2024-01-01 00:00:10,0,67.814,67.7,0.7537771553980648,0.25,2.0406383876337224,339.07,0.0
2024-01-01 00:00:09,2024-01-01 00:00:13,0,67.104,67.0,0.18311198759229097,0.5,0.5665090112765875,335.52,0.0
2024-01-01 00:00:12,2024-01-01 00:00:16,0,67.786,67.81,0.6304998017446175,0.25,1.7973159929449114,338.93,0.0
2024-01-01 00:00:15,2024-01-01 00:00:19,0,68.35600000000001,68.5,0.328983282250023,0.5,0.8596105005232665,341.78000000000003,0.0
2024-01-01 00:00:18,2024-01-01 00:00:22,0,67.188,67.09,1.0487468712706602,0.25,2.829899304596128,335.93999999999994,0.0
2024-01-01 00:00:21,2024-01-01 00:00:25,0,65.57000000000001,65.52,0.6797058187186583,0.25,1.797383984110411,327.85,0.0
2024-01-01 00:00:24,2024-01-01 00:00:28,0,64.358,64.36,0.6214257799608907,0.25,1.661017090660741,321.78999999999996,0.0
2024-01-01 00:00:27,2024-01-01 00:00:31,0,63.16799999999999,63.13,0.620580373521431,0.25,1.6931512075800124,315.84000000000003,0.0
2024-01-01 00:00:30,2024-01-01 00:00:34,0,62.14,62.12,0.4638426457323658,0.25,1.2507768212125672,310.7,0.0
2024-01-01 00:00:33,2024-01-01 00:00:37,0,61.403999999999996,61.35,0.303034651483951,0.25,0.8465419231255538,307.02,0.0
2024-01-01 00:00:36,2024-01-01 00:00:40,0,61.013999999999996,61.05,0.13758633653091953,0.25,0.35975110430701635,305.07,0.0
2024-01-01 00:00:39,2024-01-01 00:00:43,0,60.74000000000001,60.7,0.14159802258506363,0.25,0.38236265107568596,303.70000000000005,0.0
2024-01-01 00:00:42,2024-01-01 00:00:46,0,60.61,60.6,0.019999999999998685,0.5,0.05970969422337385,303.05,0.0
2024-01-01 00:00:45,2024-01-01 00:00:49,0,60.636,60.65,0.025099800796020953,0.25,0.07564045329137074,303.18,0.0
2024-01-01 00:00:48,2024-01-01 00:00:52,0,60.64200000000001,60.65,0.016431676725154092,0.25,0.04618033988749809,303.21,0.0
2024-01-01 00:00:51,2024-01-01 00:00:55,0,60.645999999999994,60.64,0.024083189157584225,0.25,0.0651278802549223,303.23,0.0
2024-01-01 00:00:54,2024-01-01 00:00:58,1,60.668000000000006,60.68,0.023874672772625317,0.5,0.06892501563928582,303.34000000000003,0.0
2024-01-01 00:00:57,2024-01-01 00:01:01,1,60.24400000000001,60.02,0.3772664840666342,0.25,1.076557197225883,301.22,0.0
2024-01-01 00:01:00,2024-01-01 00:01:04,1,59.827999999999996,59.9,0.2479314421367336,0.25,0.5721562796986688,299.14,0.0
2024-01-01 00:01:03,2024-01-01 00:01:07,1,59.224000000000004,59.07,0.40666939889792497,0.25,1.087398183014136,296.12,0.0
2024-01-01 00:01:06,2024-01-01 00:01:10,1,58.754000000000005,58.75,0.15517731793016842,0.25,0.40635127605311916,293.77000000000004,0.0
2024-01-01 00:01:09,2024-01-01 00:01:13,1,58.396,58.42,0.23532955615476733,0.25,0.6234608238494082,291.98,0.0
2024-01-01 00:01:12,2024-01-01 00:01:16,1,57.815999999999995,57.82,0.3675323115047189,0.25,1.023574774139009,289.08000000000004,0.0
2024-01-01 00:01:15,2024-01-01 00:01:19,1,57.30999999999999,57.28,0.1617096162879621,0.25,0.49124694552472437,286.54999999999995,0.0
2024-01-01 00:01:18,2024-01-01 00:01:22,1,57.414,57.43,0.22052210773525754,0.25,0.6014760229688059,287.07,0.0
2024-01-01 00:01:21,2024-01-01 00:01:25,1,57.714,57.73,0.09939818911831294,0.25,0.25152260626134837,288.57,0.0
2024-01-01 00:01:24,2024-01-01 00:01:28,1,57.916,57.88,0.13758633653091953,0.25,0.35975110430701635,289.58,0.0
2024-01-01 00:01:27,2024-01-01 00:01:31,1,58.21199999999999,58.23,0.16724233913695485,0.25,0.45082427525824276,291.06,0.0
2024-01-01 00:01:30,2024-01-01 00:01:34,1,58.45,58.47,0.08455767262644048,0.25,0.2389653723557674,292.25,0.0
2024-01-01 00:01:33,2024-01-01 00:01:37,1,58.54200000000001,58.53,0.02387467277262472,0.5,0.06892501563927382,292.71000000000004,0.0
2024-01-01 00:01:36,2024-01-01 00:01:40,1,58.52,58.53,0.0418330013267048,0.5,0.1309016994375014,292.59999999999997,0.0
2024-01-01 00:01:39,2024-01-01 00:01:43,1,58.53599999999999,58.53,0.037148351242014634,0.5,0.11472135954998919,292.68,0.0
2024-01-01 00:01:42,2024-01-01 00:01:46,1,58.465999999999994,58.48,0.09449867723942017,0.25,0.24985343788133219,292.33000000000004,0.0
2024-01-01 00:01:45,2024-01-01 00:01:49,1,58.438,58.42,0.18860010604450858,0.25,0.5550684279342172,292.19,0.0
2024-01-01 00:01:48,2024-01-01 00:01:52,1,58.965999999999994,58.97,0.3780608416644084,0.25,1.024779000577132,294.83,0.0
2024-01-01 00:01:51,2024-01-01 00:01:55,1,59.626,59.65,0.3103707460441465,0.25,0.8405275933231453,298.13,0.0
2024-01-01 00:01:54,2024-01-01 00:01:58,1,60.186,60.17,0.2973718211263476,0.25,0.7701924382127577,300.93,0.0
2024-01-01 00:01:57,2024-01-01 00:02:01,1,60.886,60.88,0.44433095773308584,0.25,1.2004930665486264,304.43,0.0
2024-01-01 00:02:00,2024-01-01 00:02:04,1,61.8,61.8,0.5125426811495802,0.25,1.3992622310044085,309.0,0.0
2024-01-01 00:02:03,2024-01-01 00:02:07,1,62.75,62.77,0.4779121258139391,0.25,1.2963198559699458,313.75,0.0
2024-01-01 00:02:06,2024-01-01 00:02:10,1,63.55999999999999,63.6,0.38196858509568316,0.25,0.9682222481989655,317.8,0.0
2024-01-01 00:02:09,2024-01-01 00:02:13,1,64.35,64.35,0.4867751020748711,0.25,1.2509969462687949,321.75,0.0
2024-01-01 00:02:12,2024-01-01 00:02:16,1,65.452,65.42,0.697975644274215,0.25,1.8702594702109108,327.26,0.0
2024-01-01 00:02:15,2024-01-01 00:02:19,1,66.798,66.78,0.7244101048439319,0.25,1.9243409805282055,333.99,0.0
2024-01-01 00:02:18,2024-01-01 00:02:22,1,68.206,68.2,0.7621548399111595,0.25,2.0475836397660623,341.03,0.0
2024-01-01 00:02:21,2024-01-01 00:02:25,1,69.702,69.7,0.8127238153271974,0.25,2.194073459570588,348.51000000000005,0.0
2024-01-01 00:02:24,2024-01-01 00:02:28,1,71.21799999999999,71.27,0.7677043701842539,0.25,2.0788690184727354,356.09000000000003,0.0
2024-01-01 00:02:27,2024-01-01 00:02:31,1,72.56,72.58,0.6531845068585155,0.25,1.7598599665033776,362.8,0.0
2024-01-01 00:02:30,2024-01-01 00:02:34,1,73.882,73.83,0.7667268092352061,0.25,2.0404072651028495,369.41,0.0
2024-01-01 00:02:33,2024-01-01 00:02:37,1,75.572,75.63,0.9890247721872287,0.25,2.6868902821606513,377.86,0.0
2024-01-01 00:02:36,2024-01-01 00:02:40,1,77.21600000000001,77.28,0.7419433940672284,0.25,1.9872452243137717,386.08000000000004,0.0
2024-01-01 00:02:39,2024-01-01 00:02:43,1,78.326,78.48,0.4247116668988495,0.25,1.1420999238026175,391.63,0.0
2024-01-01 00:02:42,2024-01-01 00:02:46,1,78.886,78.9,0.21847196616500178,0.25,0.5905728980336526,394.43,0.0
2024-01-01 00:02:45,2024-01-01 00:02:49,1,79.068,79.05,0.16589153082662345,0.5,0.5023049743390362,395.34000000000003,0.0
2024-01-01 00:02:48,2024-01-01 00:02:52,1,78.59400000000001,78.6,0.36691960972397963,0.25,0.9844255161372373,392.97,0.0
2024-01-01 00:02:51,2024-01-01 00:02:55,1,77.85799999999999,77.85,0.4048085967466649,0.25,1.0941360449224822,389.28999999999996,0.0
2024-01-01 00:02:54,2024-01-01 00:02:58,1,77.08399999999999,77.1,0.4213430906043191,0.25,1.1122210308586753,385.41999999999996,0.0
2024-01-01 00:02:57,2024-01-01 00:03:01,1,76.16600000000001,76.17,0.5471105921109543,0.25,1.4769718406622716,380.83000000000004,0.0
2024-01-01 00:03:00,2024-01-01 00:03:04,1,75.048,75.05,0.626354532194025,0.25,1.7029614587995403,375.24,0.0
2024-01-01 00:03:03,2024-01-01 00:03:07,1,73.858,73.85,0.6229927768441662,0.25,1.6705547117785302,369.28999999999996,0.0
2024-01-01 00:03:06,2024-01-01 00:03:10,1,72.692,72.67,0.6147519825100195,0.25,1.6004806863060321,363.46000000000004,0.0
2024-01-01 00:03:09,2024-01-01 00:03:13,1,71.41600000000001,71.43,0.7633675392627055,0.25,1.99643001174903,357.08000000000004,0.0
2024-01-01 00:03:12,2024-01-01 00:03:16,1,69.74600000000001,69.78,1.017241367621275,0.25,2.7263117706656956,348.73,0.0
2024-01-01 00:03:15,2024-01-01 00:03:19,1,67.75999999999999,67.77,1.0752441583193997,0.25,2.879072637805504,338.79999999999995,0.0
2024-01-01 00:03:18,2024-01-01 00:03:22,1,65.696,65.7,1.1004907995980715,0.25,2.96556626505585,328.47999999999996,0.0
2024-01-01 00:03:21,2024-01-01 00:03:25,1,63.6,63.6,1.1067971810589317,0.25,2.9772778292321362,318.0,0.0
2024-01-01 00:03:24,2024-01-01 00:03:28,1,61.52,61.5,1.0800231479000806,0.25,2.907986859494871,307.6,0.0
2024-01-01 00:03:27,2024-01-01 00:03:31,1,59.588,59.55,0.9524809709385268,0.25,2.560151354215479,297.94,0.0
2024-01-01 00:03:30,2024-01-01 00:03:34,1,57.767999999999994,57.8,0.9912971300271161,0.25,2.6458661443083598,288.84000000000003,0.0
2024-01-01 00:03:33,2024-01-01 00:03:37,1,55.672000000000004,55.63,1.2004040986267932,0.25,3.2499873648392597,278.36,0.0
2024-01-01 00:03:36,2024-01-01 00:03:40,1,53.586,53.53,0.9957057798365939,0.25,2.6610297195687598,267.93,0.0
2024-01-01 00:03:39,2024-01-01 00:03:43,1,51.958000000000006,51.8,0.7087806430765449,0.25,1.90378717881097,259.79,0.0
2024-01-01 00:03:42,2024-01-01 00:03:46,1,50.848,50.83,0.5077105474578996,0.25,1.371114353309773,254.23999999999998,0.0
2024-01-01 00:03:45,2024-01-01 00:03:49,1,49.938,49.92,0.4507992901502843,0.25,1.2128133519315578,249.69,0.0
2024-01-01 00:03:48,2024-01-01 00:03:52,1,49.138,49.13,0.3954364677163703,0.25,1.0638058258347027,245.69,0.0
2024-01-01 00:03:51,2024-01-01 00:03:55,1,48.440000000000005,48.43,0.34007352146263886,0.25,0.9149179571937563,242.20000000000002,0.0
2024-01-01 00:03:54,2024-01-01 00:03:58,1,47.906000000000006,47.87,0.21961329650091738,0.25,0.5907963100040112,239.53,0.0
2024-01-01 00:03:57,2024-01-01 00:04:01,1,47.606,47.6,0.10784247771634424,0.25,0.2928573706126047,238.03,0.0
2024-01-01 00:04:00,2024-01-01 00:04:04,1,47.438,47.43,0.06760177512462229,0.25,0.1918995176110919,237.19,0.0
2024-01-01 00:04:03,2024-01-01 00:04:07,1,47.326,47.33,0.05029910535983613,0.25,0.15033463506415826,236.63,0.0
2024-01-01 00:04:06,2024-01-01 00:04:10,1,47.236000000000004,47.23,0.040373258476374,0.25,0.10673471116453084,236.18,0.0
2024-01-01 00:04:09,2024-01-01 00:04:13,1,47.148,47.15,0.05718391382198299,0.25,0.14545633761244142,235.74,0.0
2024-01-01 00:04:12,2024-01-01 00:04:16,1,47.012,47.02,0.09257429448826351,0.25,0.23838083995861192,235.06,0.0
2024-01-01 00:04:15,2024-01-01 00:04:19,1,46.802,46.82,0.13645512082732655,0.25,0.3589945509892953,234.01,0.0
2024-01-01 00:04:18,2024-01-01 00:04:22,1,46.548,46.53,0.12557866060760464,0.25,0.3330729281660682,232.74,0.0
2024-01-01 00:04:21,2024-01-01 00:04:25,1,46.346,46.33,0.08961026726887866,0.25,0.2470976236017355,231.73000000000002,0.0
