start_time,end_time,activity,acc_x_mean,acc_x_median,acc_x_std,acc_x_meancross,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_dominant_freq,acc_y_mean,acc_y_median,acc_y_std,acc_y_meancross,acc_z_mean,acc_z_median,acc_z_std,acc_z_meancross
2024-01-01 00:00:00.000000,2024-01-01 00:00:04.000000,0,-27.635658914728683,-28.0,5.328194441623908,0.015625,24.771560047602378,6813.0,0.0,21.07751937984496,21.0,1.1429977246038663,0.015625,52.81395348837209,53.0,1.8572806139810343,0.0703125
2024-01-01 00:00:05.000000,2024-01-01 00:00:09.000000,0,-27.635658914728683,-28.0,1.310641448967618,0.125,43.861574092563366,6297.0,0.0,29.5968992248062,30.0,0.6062097904830632,0.125,48.81395348837209,49.0,0.8639249267556578,0.296875
2024-01-01 00:00:10.000000,2024-01-01 00:00:14.000000,0,-30.170542635658915,-30.0,0.781865067960019,0.3671875,19.671685183790373,6133.0,0.0,29.11627906976744,29.0,0.3218090217996194,0.21875,47.542635658914726,47.0,0.5995799563286015,0.5
2024-01-01 00:00:15.000000,2024-01-01 00:00:19.000000,0,-29.565891472868216,-30.0,1.123922826256254,0.078125,54.95532775115987,6188.0,0.0,28.976744186046513,29.0,0.42325222014830005,0.0703125,47.968992248062015,48.0,0.9094811750398888,0.328125
2024-01-01 00:00:20.000000,2024-01-01 00:00:24.000000,0,-29.41860465116279,-29.0,0.6696276299486902,0.375,9.98575158581463,6299.0,0.0,28.147286821705425,28.0,0.5169135444183104,0.1484375,48.82945736434109,49.0,0.41690884434864733,0.25
2024-01-01 00:00:25.000000,2024-01-01 00:00:29.000000,0,-31.07751937984496,-31.0,1.0202052727023188,0.0859375,33.32610092816288,6178.0,0.0,27.953488372093023,28.0,0.4304878249635645,0.09375,47.89147286821706,48.0,0.6986628979423786,0.1640625
2024-01-01 00:00:30.000000,2024-01-01 00:00:34.000000,0,-32.17829457364341,-32.0,0.40407325301045377,0.265625,5.793418853539752,6068.0,0.0,27.992248062015506,28.0,0.0880450906325625,0.015625,47.03875968992248,47.0,0.23059368944618416,0.09375
2024-01-01 00:00:35.000000,2024-01-01 00:00:39.000000,0,-31.68217054263566,-32.0,1.468335027144005,0.0546875,59.280528661899986,6135.0,0.0,27.82170542635659,28.0,0.4584214150740008,0.1875,47.55813953488372,47.0,0.9346371015682535,0.1171875
2024-01-01 00:00:40.000000,2024-01-01 00:00:44.000000,0,-30.565891472868216,-31.0,0.5568460463897045,0.3203125,12.317109914620216,6223.0,0.0,27.96124031007752,28.0,0.23059368944618427,0.09375,48.24031007751938,48.0,0.4467800388342959,0.3828125
2024-01-01 00:00:45.000000,2024-01-01 00:00:49.000000,0,-30.356589147286822,-30.0,0.48085941312799285,0.4609375,6.757644810410068,6209.0,0.0,28.0,28.0,0.0,0.0,48.13178294573643,48.0,0.33957337575166185,0.2109375
