hr,datetime,activity
65.5,2024-01-01 00:00:00,0
62.67,2024-01-01 00:00:01,0
72.25,2024-01-01 00:00:02,0
67.6,2024-01-01 00:00:03,0
64.5,2024-01-01 00:00:04,0
65.0,2024-01-01 00:00:05,0
66.25,2024-01-01 00:00:06,0
66.22,2024-01-01 00:00:07,0
66.5,2024-01-01 00:00:08,0
66.64,2024-01-01 00:00:09,0
66.75,2024-01-01 00:00:10,0
67.15,2024-01-01 00:00:11,0
67.43,2024-01-01 00:00:12,0
67.87,2024-01-01 00:00:13,0
68.25,2024-01-01 00:00:14,0
68.65,2024-01-01 00:00:15,0
69.0,2024-01-01 00:00:16,0
69.37,2024-01-01 00:00:17,0
69.45,2024-01-01 00:00:18,0
69.52,2024-01-01 00:00:19,0
71.64,2024-01-01 00:00:20,0
73.65,2024-01-01 00:00:21,0
74.12,2024-01-01 00:00:22,0
74.12,2024-01-01 00:00:23,0
74.04,2024-01-01 00:00:24,0
73.96,2024-01-01 00:00:25,0
74.29,2024-01-01 00:00:26,0
74.76,2024-01-01 00:00:27,0
75.27,2024-01-01 00:00:28,0
75.65,2024-01-01 00:00:29,0
76.03,2024-01-01 00:00:30,0
76.39,2024-01-01 00:00:31,0
76.65,2024-01-01 00:00:32,0
76.97,2024-01-01 00:00:33,0
77.06,2024-01-01 00:00:34,0
77.11,2024-01-01 00:00:35,0
77.11,2024-01-01 00:00:36,0
77.13,2024-01-01 00:00:37,0
77.18,2024-01-01 00:00:38,0
77.15,2024-01-01 00:00:39,0
77.19,2024-01-01 00:00:40,0
77.05,2024-01-01 00:00:41,0
76.93,2024-01-01 00:00:42,0
76.82,2024-01-01 00:00:43,0
76.72,2024-01-01 00:00:44,0
76.51,2024-01-01 00:00:45,0
76.35,2024-01-01 00:00:46,0
76.27,2024-01-01 00:00:47,0
76.2,2024-01-01 00:00:48,0
76.18,2024-01-01 00:00:49,0
76.12,2024-01-01 00:00:50,0
76.09,2024-01-01 00:00:51,0
76.07,2024-01-01 00:00:52,0
76.05,2024-01-01 00:00:53,0
76.04,2024-01-01 00:00:54,0
75.98,2024-01-01 00:00:55,0
75.93,2024-01-01 00:00:56,0
75.86,2024-01-01 00:00:57,0
75.82,2024-01-01 00:00:58,0
75.9,2024-01-01 00:00:59,0
76.05,2024-01-01 00:01:00,0
76.25,2024-01-01 00:01:01,0
75.7,2024-01-01 00:01:02,0
76.02,2024-01-01 00:01:03,0
76.33,2024-01-01 00:01:04,0
76.38,2024-01-01 00:01:05,0
76.35,2024-01-01 00:01:06,0
76.5,2024-01-01 00:01:07,0
76.62,2024-01-01 00:01:08,0
76.73,2024-01-01 00:01:09,0
76.83,2024-01-01 00:01:10,0
76.83,2024-01-01 00:01:11,0
76.9,2024-01-01 00:01:12,0
76.88,2024-01-01 00:01:13,0
76.83,2024-01-01 00:01:14,0
76.73,2024-01-01 00:01:15,0
76.6,2024-01-01 00:01:16,0
76.55,2024-01-01 00:01:17,0
76.58,2024-01-01 00:01:18,0
76.63,2024-01-01 00:01:19,0
75.95,2024-01-01 00:01:20,0
75.3,2024-01-01 00:01:21,0
75.3,2024-01-01 00:01:22,0
75.53,2024-01-01 00:01:23,0
75.77,2024-01-01 00:01:24,0
76.03,2024-01-01 00:01:25,0
76.08,2024-01-01 00:01:26,0
76.08,2024-01-01 00:01:27,0
76.03,2024-01-01 00:01:28,1
76.02,2024-01-01 00:01:29,1
75.98,2024-01-01 00:01:30,1
75.97,2024-01-01 00:01:31,1
76.03,2024-01-01 00:01:32,1
76.05,2024-01-01 00:01:33,1
76.22,2024-01-01 00:01:34,1
76.43,2024-01-01 00:01:35,1
76.72,2024-01-01 00:01:36,1
77.0,2024-01-01 00:01:37,1
77.3,2024-01-01 00:01:38,1
77.72,2024-01-01 00:01:39,1
78.12,2024-01-01 00:01:40,1
78.67,2024-01-01 00:01:41,1
79.2,2024-01-01 00:01:42,1
79.73,2024-01-01 00:01:43,1
80.27,2024-01-01 00:01:44,1
80.87,2024-01-01 00:01:45,1
81.43,2024-01-01 00:01:46,1
81.93,2024-01-01 00:01:47,1
82.42,2024-01-01 00:01:48,1
82.85,2024-01-01 00:01:49,1
83.33,2024-01-01 00:01:50,1
83.82,2024-01-01 00:01:51,1
84.33,2024-01-01 00:01:52,1
84.85,2024-01-01 00:01:53,1
85.38,2024-01-01 00:01:54,1
85.95,2024-01-01 00:01:55,1
86.53,2024-01-01 00:01:56,1
87.12,2024-01-01 00:01:57,1
87.68,2024-01-01 00:01:58,1
88.22,2024-01-01 00:01:59,1
88.82,2024-01-01 00:02:00,1
89.45,2024-01-01 00:02:01,1
90.1,2024-01-01 00:02:02,1
90.75,2024-01-01 00:02:03,1
91.37,2024-01-01 00:02:04,1
91.88,2024-01-01 00:02:05,1
92.4,2024-01-01 00:02:06,1
92.9,2024-01-01 00:02:07,1
93.08,2024-01-01 00:02:08,1
93.28,2024-01-01 00:02:09,1
93.55,2024-01-01 00:02:10,1
93.8,2024-01-01 00:02:11,1
94.03,2024-01-01 00:02:12,1
94.3,2024-01-01 00:02:13,1
94.62,2024-01-01 00:02:14,1
94.97,2024-01-01 00:02:15,1
95.35,2024-01-01 00:02:16,1
95.63,2024-01-01 00:02:17,1
95.92,2024-01-01 00:02:18,1
96.18,2024-01-01 00:02:19,1
96.47,2024-01-01 00:02:20,1
96.67,2024-01-01 00:02:21,1
96.78,2024-01-01 00:02:22,1
96.82,2024-01-01 00:02:23,1
96.88,2024-01-01 00:02:24,1
96.92,2024-01-01 00:02:25,1
96.98,2024-01-01 00:02:26,1
97.02,2024-01-01 00:02:27,1
97.05,2024-01-01 00:02:28,1
97.05,2024-01-01 00:02:29,1
97.03,2024-01-01 00:02:30,1
97.0,2024-01-01 00:02:31,1
96.4,2024-01-01 00:02:32,1
95.83,2024-01-01 00:02:33,1
95.23,2024-01-01 00:02:34,1
94.57,2024-01-01 00:02:35,1
93.87,2024-01-01 00:02:36,1
93.12,2024-01-01 00:02:37,1
92.32,2024-01-01 00:02:38,1
91.47,2024-01-01 00:02:39,1
90.53,2024-01-01 00:02:40,1
89.57,2024-01-01 00:02:41,1
88.58,2024-01-01 00:02:42,1
87.58,2024-01-01 00:02:43,1
86.6,2024-01-01 00:02:44,1
85.65,2024-01-01 00:02:45,1
84.7,2024-01-01 00:02:46,1
83.8,2024-01-01 00:02:47,1
82.92,2024-01-01 00:02:48,1
82.03,2024-01-01 00:02:49,1
81.15,2024-01-01 00:02:50,1
80.23,2024-01-01 00:02:51,1
79.3,2024-01-01 00:02:52,1
