1531903332.000000, IBI
24.766759,1.109426
26.141822,1.375063
27.454382,1.312560
46.345872,1.015671
71.175133,1.046923
82.410022,1.093800
83.535074,1.125051
84.628874,1.093800
85.691423,1.062549
163.523110,1.375063
164.882548,1.359437
166.351365,1.468817
167.648299,1.296934
168.945234,1.296934
170.367174,1.421940
171.820365,1.453192
173.226680,1.406314
174.648620,1.421940
193.711992,1.203180
208.462667,1.156303
230.823066,1.390689
232.213755,1.390689
233.588818,1.375063
234.917003,1.328186
236.307692,1.390689
237.682755,1.375063
239.042192,1.359437
240.354752,1.312560
241.729815,1.375063
243.120504,1.390689
244.495567,1.375063
245.839378,1.343812
247.167564,1.328186
248.527001,1.359437
249.902064,1.375063
251.261502,1.359437
252.667816,1.406314
254.058505,1.390689
255.433568,1.375063
256.777379,1.343812
258.121191,1.343812
259.449376,1.328186
260.824439,1.375063
262.230754,1.406314
263.621442,1.390689
264.996505,1.375063
266.309065,1.312560
267.590374,1.281309
268.887308,1.296934
270.262371,1.375063
271.559306,1.296934
272.918743,1.359437
274.278180,1.359437
275.575114,1.296934
276.856423,1.281309
278.262738,1.406314
279.637800,1.375063
280.965986,1.328186
282.231669,1.265683
283.591106,1.359437
284.997421,1.406314
286.419361,1.421940
287.841301,1.421940
289.231990,1.390689
290.544550,1.312560
291.935238,1.390689
293.341553,1.406314
294.747867,1.406314
296.107304,1.359437
297.466742,1.359437
298.826179,1.359437
300.216867,1.390689
301.607556,1.390689
302.951368,1.343812
304.357682,1.406314
316.076968,1.390689
317.311400,1.234432
353.156791,1.343812
354.594357,1.437566
365.438603,1.281309
366.782415,1.343812
367.985595,1.203180
369.235652,1.250057
384.470724,1.187554
385.705156,1.234432
387.002090,1.296934
388.330276,1.328186
389.627210,1.296934
391.080402,1.453192
392.564845,1.484443
393.908656,1.343812
395.361848,1.453192
396.799414,1.437566
398.205728,1.406314
399.752674,1.546946
401.127737,1.375063
402.518425,1.390689
403.987243,1.468817
405.409183,1.421940
406.799871,1.390689
408.206186,1.406314
409.581249,1.375063
410.971937,1.390689
412.425129,1.453192
413.862695,1.437566
415.269009,1.406314
416.644072,1.375063
418.081638,1.437566
419.487952,1.406314
420.847389,1.359437
422.284955,1.437566
423.706895,1.421940
425.113210,1.406314
426.582027,1.468817
428.019593,1.437566
429.410281,1.390689
430.754093,1.343812
432.160407,1.406314
445.692277,1.437566
447.129843,1.437566
448.551783,1.421940
449.989348,1.437566
451.442540,1.453192
452.848854,1.406314
454.192666,1.343812
455.583354,1.390689
457.020920,1.437566
458.411609,1.390689
459.786672,1.375063
461.224238,1.437566
469.490241,1.453192
470.771550,1.281309
479.256313,1.406314
480.662627,1.406314
481.975188,1.312560
483.412753,1.437566
484.834693,1.421940
486.272259,1.437566
487.709825,1.437566
489.084888,1.375063
490.397448,1.312560
491.788137,1.390689
500.163520,1.375063
501.616712,1.453192
503.038652,1.421940
519.601910,1.203180
520.851967,1.250057
522.133276,1.281309
523.383333,1.250057
524.633390,1.250057
525.992827,1.359437
527.414768,1.421940
528.711702,1.296934
529.961759,1.250057
531.383699,1.421940
532.805639,1.421940
534.274457,1.468817
535.633894,1.359437
536.915202,1.281309
538.352768,1.437566
539.837211,1.484443
541.212274,1.375063
