start_time,end_time,activity,acc_x_mean,acc_x_min,acc_x_max,acc_x_median,acc_x_std,acc_x_zcross,acc_x_meancross,fft_acc_x_mean,fft_acc_x_min,fft_acc_x_second_max,fft_acc_x_dc_component,fft_acc_x_std,fft_acc_x_median,fft_acc_x_dominant_freq,acc_y_mean,acc_y_min,acc_y_max,acc_y_median,acc_y_std,acc_y_zcross,acc_y_meancross,fft_acc_y_mean,fft_acc_y_min,fft_acc_y_second_max,fft_acc_y_dc_component,fft_acc_y_std,fft_acc_y_median,fft_acc_y_dominant_freq,acc_z_mean,acc_z_min,acc_z_max,acc_z_median,acc_z_std,acc_z_zcross,acc_z_meancross,fft_acc_z_mean,fft_acc_z_min,fft_acc_z_second_max,fft_acc_z_dc_component,fft_acc_z_std,fft_acc_z_median,fft_acc_z_dominant_freq
2024-01-01 00:00:00.000000,2024-01-01 00:00:07.000000,0,-29.68888888888889,-33,-28,-29.0,1.2396396045651124,0.0,0.20089285714285715,39.528817365363736,0.5748515756798336,112.47278640675403,6680.0,443.9633685313415,6.0827625302982185,0.0,15.533333333333333,12,17,16.0,1.4330287605527765,0.0,0.013392857142857142,25.70971635405565,0.3964376885811049,123.47113909636799,3495.0,232.5682920885691,5.3136197502070015,0.0,53.91111111111111,53,55,54.0,0.328838745641265,0.0,0.07589285714285714,57.84195230601706,0.31942523960653324,18.51564786798188,12130.0,806.6103821259856,3.246147818183789,0.0
2024-01-01 00:00:07.000000,2024-01-01 00:00:14.000000,0,-31.946666666666665,-34,-29,-32.0,0.838152730712011,0.0,0.19196428571428573,41.81562236714569,1.0964642037397332,55.27605281958356,7188.0,477.53686111759816,8.591268875078477,0.0,12.991111111111111,11,16,13.0,0.8659795811222314,0.0,0.14732142857142858,21.976145382272556,0.6788288928447548,76.58277988395912,2923.0,194.05681908692935,6.133354220061709,0.0,53.54666666666667,51,58,54.0,0.8338807725671229,0.0,0.3392857142857143,64.34518317498059,1.048328669802978,28.320443733265705,12048.0,800.7157406983943,9.404072139687763,0.0
2024-01-01 00:00:14.000000,2024-01-01 00:00:21.000000,0,-29.244444444444444,-34,-20,-29.0,1.7159383568311681,0.0,0.26785714285714285,50.686689922902985,1.1284968382765674,105.30347238359714,6580.0,436.4846612020399,18.74414837972708,0.0,15.542222222222222,12,22,15.0,1.5466682060747732,0.0,0.15625,30.063119325787966,1.512658888702047,126.31074844713841,3497.0,232.34286917485426,8.398266477426919,0.0,54.15555555555556,50,58,54.0,1.2055592129269321,0.0,0.25,69.07888489787,0.6089601613088095,47.52601542021223,12185.0,809.5919389799202,12.17351893089205,0.0
2024-01-01 00:00:21.000000,2024-01-01 00:00:28.000000,0,-28.968888888888888,-35,-26,-28.0,1.7407693063061984,0.0,0.24107142857142858,43.349140572933905,0.9062260878206134,152.1071504782095,6518.0,433.1499186327847,9.539392014169453,0.0,15.8,12,18,16.0,1.0522085616183003,0.0,0.05357142857142857,25.342978555631767,0.5822543534839322,72.37265078996937,3555.0,236.16674922166493,6.646966982644784,0.0,54.03111111111111,51,57,54.0,0.8258713532164024,0.0,0.35714285714285715,63.879161282735495,0.8354884897046329,44.54843619535322,12157.0,808.039883145513,8.264056290580045,0.0
2024-01-01 00:00:28.000000,2024-01-01 00:00:35.000000,0,-28.648888888888887,-30,-28,-29.0,0.5143573583254062,0.0,0.3080357142857143,35.009860090505,0.1288328186373718,36.775627123475985,6446.0,428.3740301377328,5.9953685880441725,0.0,15.542222222222222,14,17,16.0,0.5338910774115664,0.0,0.10714285714285714,20.860519407697062,0.11351213544330327,40.98636166114064,3497.0,232.33561657662625,3.821911016158979,0.0,54.43555555555555,54,55,54.0,0.4969350505291862,0.0,0.35714285714285715,60.91425257683557,1.1314972756525385,23.113117224507132,12248.0,814.2919954371437,6.348163291979038,0.0
2024-01-01 00:00:35.000000,2024-01-01 00:00:42.000000,0,-27.657777777777778,-31,-26,-27.0,0.8930507726549944,0.0,0.16517857142857142,36.97957438220508,0.4369695714708096,76.0074686511267,6223.0,413.43138617975166,7.526664520346031,0.0,15.693333333333333,13,17,16.0,0.7191264542087559,0.0,0.08928571428571429,23.003815191788856,0.5236967982728338,51.145171561329335,3531.0,234.52041379509382,4.962048292178583,0.0,54.85333333333333,52,57,55.0,0.7076116772031706,0.0,0.17410714285714285,63.38903294713279,0.08917832839604656,31.939264263326937,12342.0,820.4229582977473,6.859591204952419,0.0
2024-01-01 00:00:42.000000,2024-01-01 00:00:49.000000,0,-26.982222222222223,-30,-24,-27.0,0.6121131755505194,0.0,0.09821428571428571,33.7084798097746,0.6515536475763346,30.69936875520286,6071.0,403.4312065134698,4.656033151351554,0.0,16.36888888888889,13,20,16.0,0.7802878996557634,0.0,0.15178571428571427,23.968769765356218,0.36499630088976415,58.58661040569118,3683.0,244.63952680614665,4.9154424199073325,0.0,55.01777777777778,52,58,55.0,0.5666666666666681,0.0,0.08035714285714286,61.427612700841266,0.702742227262267,26.21634879362448,12379.0,823.0210497902682,4.4401187110879325,0.0
2024-01-01 00:00:49.000000,2024-01-01 00:00:56.000000,0,-26.77777777777778,-30,-23,-27.0,0.8042545597168823,0.0,0.20089285714285715,35.926580328326196,0.7915960354012802,53.15051785508562,6025.0,400.23778035801706,6.726492125641676,0.0,16.59111111111111,13,21,16.0,1.0053033973059662,0.0,0.12946428571428573,27.33468351273762,0.9126857405565094,77.6594827429221,3733.0,247.8181088565936,7.633512286703103,0.0,54.94222222222222,52,59,55.0,0.8244286140609988,0.0,0.17857142857142858,65.33870098205787,0.4264099355160747,28.945406001007022,12362.0,821.6318239661712,9.075748996424315,0.0
2024-01-01 00:01:02.000000,2024-01-01 00:01:09.000000,1,-25.857777777777777,-27,-25,-26.0,0.3625855126287517,0.0,0.13392857142857142,30.11534879362513,0.20604291599940103,19.4346204727699,5818.0,386.73384357596416,3.717667393860797,0.0,17.0,16,18,17.0,0.1336306209562122,0.0,0.017857142857142856,18.798263586584635,0.21746196637167992,3.932879917622069,3825.0,254.31402888187137,1.7869566673553585,0.0,55.12888888888889,55,56,55.0,0.3358240279934976,0.0,0.23214285714285715,59.59680286904123,0.28298222015943353,11.399457079675349,12404.0,824.7982911523209,4.583420206191403,0.0
2024-01-01 00:01:09.000000,2024-01-01 00:01:16.000000,1,-26.235555555555557,-28,-26,-26.0,0.43566223993087544,0.0,0.28125,31.785593690498555,0.8475622751836843,20.334110065199432,5903.0,392.3017665442542,4.903555932007381,0.0,16.764444444444443,16,18,17.0,0.4356622399308754,0.0,0.22767857142857142,22.249273685400052,0.5144712584475397,27.936866876601062,3772.0,250.56530051160746,4.648525381084959,0.0,55.102222222222224,54,56,55.0,0.4153789625627205,0.0,0.22321428571428573,60.47757584024747,0.45053739419301897,19.465917854542525,12398.0,824.3412296012416,4.812919409997672,0.0
