hr,datetime,activity
67.5,2024-01-01 00:00:00,0
64.33,2024-01-01 00:00:01,0
67.25,2024-01-01 00:00:02,0
65.6,2024-01-01 00:00:03,0
72.83,2024-01-01 00:00:04,0
79.29,2024-01-01 00:00:05,0
84.12,2024-01-01 00:00:06,0
88.11,2024-01-01 00:00:07,0
91.1,2024-01-01 00:00:08,0
93.82,2024-01-01 00:00:09,0
95.92,2024-01-01 00:00:10,0
97.77,2024-01-01 00:00:11,0
99.36,2024-01-01 00:00:12,0
100.73,2024-01-01 00:00:13,0
99.69,2024-01-01 00:00:14,0
98.88,2024-01-01 00:00:15,0
98.17,2024-01-01 00:00:16,0
97.58,2024-01-01 00:00:17,0
97.0,2024-01-01 00:00:18,0
95.71,2024-01-01 00:00:19,0
94.23,2024-01-01 00:00:20,0
92.74,2024-01-01 00:00:21,0
91.42,2024-01-01 00:00:22,0
90.2,2024-01-01 00:00:23,0
89.08,2024-01-01 00:00:24,0
88.04,2024-01-01 00:00:25,0
87.07,2024-01-01 00:00:26,0
86.17,2024-01-01 00:00:27,0
85.33,2024-01-01 00:00:28,0
84.58,2024-01-01 00:00:29,0
83.94,2024-01-01 00:00:30,0
83.39,2024-01-01 00:00:31,0
82.91,2024-01-01 00:00:32,0
82.46,2024-01-01 00:00:33,0
82.0,2024-01-01 00:00:34,0
81.57,2024-01-01 00:00:35,0
81.0,2024-01-01 00:00:36,0
80.49,2024-01-01 00:00:37,0
80.03,2024-01-01 00:00:38,0
79.63,2024-01-01 00:00:39,0
79.24,2024-01-01 00:00:40,0
78.84,2024-01-01 00:00:41,0
78.45,2024-01-01 00:00:42,0
78.09,2024-01-01 00:00:43,0
77.74,2024-01-01 00:00:44,0
77.43,2024-01-01 00:00:45,0
77.15,2024-01-01 00:00:46,0
76.88,2024-01-01 00:00:47,0
76.64,2024-01-01 00:00:48,0
76.43,2024-01-01 00:00:49,0
76.25,2024-01-01 00:00:50,0
76.11,2024-01-01 00:00:51,0
75.96,2024-01-01 00:00:52,0
75.8,2024-01-01 00:00:53,0
75.62,2024-01-01 00:00:54,0
75.46,2024-01-01 00:00:55,0
75.29,2024-01-01 00:00:56,0
75.14,2024-01-01 00:00:57,0
74.98,2024-01-01 00:00:58,0
75.18,2024-01-01 00:00:59,0
74.87,2024-01-01 00:01:00,0
74.97,2024-01-01 00:01:01,0
74.78,2024-01-01 00:01:02,1
74.9,2024-01-01 00:01:03,1
74.18,2024-01-01 00:01:04,1
73.32,2024-01-01 00:01:05,1
72.45,2024-01-01 00:01:06,1
71.55,2024-01-01 00:01:07,1
70.68,2024-01-01 00:01:08,1
69.75,2024-01-01 00:01:09,1
68.85,2024-01-01 00:01:10,1
67.93,2024-01-01 00:01:11,1
66.98,2024-01-01 00:01:12,1
66.03,2024-01-01 00:01:13,1
65.7,2024-01-01 00:01:14,1
65.35,2024-01-01 00:01:15,1
65.0,2024-01-01 00:01:16,1
64.63,2024-01-01 00:01:17,1
64.27,2024-01-01 00:01:18,1
64.12,2024-01-01 00:01:19,1
64.07,2024-01-01 00:01:20,1
64.13,2024-01-01 00:01:21,1
64.18,2024-01-01 00:01:22,1
64.42,2024-01-01 00:01:23,1
64.65,2024-01-01 00:01:24,1
64.88,2024-01-01 00:01:25,1
65.12,2024-01-01 00:01:26,1
65.27,2024-01-01 00:01:27,1
65.45,2024-01-01 00:01:28,1
