start_time,end_time,activity,acc_x_mean,acc_x_min,acc_x_max,acc_x_median,acc_x_std,acc_x_zcross,acc_x_meancross,fft_acc_x_mean,fft_{column}_min,fft_{column}_second_max,fft_{column}_dc_component,fft_{column}_std,fft_{column}_median,fft_{column}_dominant_freq,acc_y_mean,acc_y_min,acc_y_max,acc_y_median,acc_y_std,acc_y_zcross,acc_y_meancross,fft_acc_y_mean,acc_z_mean,acc_z_min,acc_z_max,acc_z_median,acc_z_std,acc_z_zcross,acc_z_meancross,fft_acc_z_mean
2024-01-01 00:00:00.000000,2024-01-01 00:00:07.000000,0,-29.386666666666667,-33.0,32.0,-29.0,4.285232115733564,0.004464285714285714,0.20089285714285715,92.99645606192139,16.256916734285394,38.39144215233118,12109.0,804.0027618270979,21.556990161198307,0.0,15.64,12.0,32.0,16.0,1.7726090536671768,0.0,0.013392857142857142,37.31053723910175,53.81777777777778,32.0,55.0,54.0,1.4963182328529694,0.0,0.07142857142857142,75.89834632190085
2024-01-01 00:00:07.000000,2024-01-01 00:00:14.000000,0,-31.964444444444446,-34.0,-30.0,-32.0,0.812061847671988,0.0,0.1875,41.15801499086012,1.4710862005681402,28.30126448074268,12051.0,800.9234310959257,9.48814427654332,0.0,12.96888888888889,11.0,16.0,13.0,0.8576916232743106,0.0,0.14732142857142858,21.753703240397364,53.56,51.0,58.0,54.0,0.8167881347955896,0.0,0.3482142857142857,64.20792413347648
2024-01-01 00:00:14.000000,2024-01-01 00:00:21.000000,0,-29.24888888888889,-34.0,-20.0,-29.0,1.7243816467047095,0.0,0.2767857142857143,50.69441254506649,1.5557180224048388,52.24981561481197,12180.0,809.25072424396,12.79590684643559,0.0,15.524444444444445,12.0,22.0,15.0,1.5528136265277221,0.0,0.15625,30.18795422350319,54.13333333333333,50.0,58.0,54.0,1.2320134507614533,0.0,0.25,69.26229357035578
2024-01-01 00:00:21.000000,2024-01-01 00:00:28.000000,0,-28.982222222222223,-35.0,-26.0,-28.0,1.7422390264819643,0.0,0.23214285714285715,43.406513749137915,0.835488489704635,44.548436195353226,12157.0,808.039883145513,8.264056290580047,0.0,15.8,12.0,18.0,16.0,1.0522085616183003,0.0,0.05357142857142857,25.342978555631763,54.03111111111111,51.0,57.0,54.0,0.8258713532164024,0.0,0.35714285714285715,63.879161282735495
2024-01-01 00:00:28.000000,2024-01-01 00:00:35.000000,0,-28.648888888888887,-30.0,-28.0,-29.0,0.5143573583254062,0.0,0.3125,35.00986009050501,1.1314972756525383,23.113117224507135,12248.0,814.2919954371437,6.348163291979038,0.0,15.537777777777778,14.0,16.0,16.0,0.5258024856999567,0.0,0.10714285714285714,20.745993521827074,54.43555555555555,54.0,55.0,54.0,0.4969350505291862,0.0,0.35714285714285715,60.91425257683557
2024-01-01 00:00:35.000000,2024-01-01 00:00:42.000000,0,-27.675555555555555,-31.0,-26.0,-27.0,0.8996913050843871,0.0,0.16517857142857142,37.07453282577223,0.5224381306660232,33.29789824627416,12340.0,820.2901278837636,7.019615331217558,0.0,15.693333333333333,13.0,17.0,16.0,0.7191264542087559,0.0,0.08928571428571429,23.003815191788856,54.84444444444444,52.0,57.0,55.0,0.7120003121097951,0.0,0.17410714285714285,63.388532846554725
2024-01-01 00:00:42.000000,2024-01-01 00:00:49.000000,0,-26.982222222222223,-30.0,-24.0,-27.0,0.6121131755505194,0.0,0.09821428571428571,33.7084798097746,0.7027422272622662,26.21634879362448,12379.0,823.0210497902682,4.4401187110879325,0.0,16.36888888888889,13.0,20.0,16.0,0.7802878996557635,0.0,0.15178571428571427,23.968769765356218,55.01777777777778,52.0,58.0,55.0,0.5666666666666681,0.0,0.07589285714285714,61.427612700841266
2024-01-01 00:00:49.000000,2024-01-01 00:00:56.000000,0,-26.786666666666665,-30.0,-23.0,-27.0,0.8011152940031266,0.0,0.20089285714285715,35.87956942941419,0.7024679316234776,28.915537343333643,12363.0,821.6921651213669,9.36690233413321,0.0,16.58222222222222,13.0,21.0,16.0,1.006072830207903,0.0,0.12946428571428573,27.300483908730847,54.946666666666665,52.0,59.0,55.0,0.8274314818417635,0.0,0.17857142857142858,65.42924253084439
2024-01-01 00:01:02.000000,2024-01-01 00:01:09.000000,1,-25.84888888888889,-27.0,-25.0,-26.0,0.37118429085533566,0.0,0.13839285714285715,30.27039828667372,0.5897898741490473,11.089476309987294,12403.0,824.738003839032,4.343175912265824,0.0,17.0,16.0,18.0,17.0,0.1336306209562122,0.0,0.017857142857142856,18.798263586584643,55.12444444444444,55.0,56.0,55.0,0.33082388735465285,0.0,0.22321428571428573,59.49979011399132
2024-01-01 00:01:09.000000,2024-01-01 00:01:16.000000,1,-26.23111111111111,-28.0,-26.0,-26.0,0.43292104929263475,0.0,0.2767857142857143,31.785181628278508,0.8772303651478459,19.836354808781582,12399.0,824.4067058126955,4.881632867099519,0.0,16.773333333333333,16.0,18.0,17.0,0.43011626335213116,0.0,0.22767857142857142,22.221734531559488,55.10666666666667,54.0,56.0,55.0,0.4196086612207011,0.0,0.23214285714285715,60.50275540055857
