hr,datetime,activity
80.5,2024-01-01 00:00:00,0
80.0,2024-01-01 00:00:01,0
85.0,2024-01-01 00:00:02,0
78.4,2024-01-01 00:00:03,0
74.17,2024-01-01 00:00:04,0
71.14,2024-01-01 00:00:05,0
68.88,2024-01-01 00:00:06,0
66.78,2024-01-01 00:00:07,0
65.0,2024-01-01 00:00:08,0
64.09,2024-01-01 00:00:09,0
63.33,2024-01-01 00:00:10,0
62.69,2024-01-01 00:00:11,0
62.21,2024-01-01 00:00:12,0
61.33,2024-01-01 00:00:13,0
60.62,2024-01-01 00:00:14,0
60.0,2024-01-01 00:00:15,0
59.33,2024-01-01 00:00:16,0
58.74,2024-01-01 00:00:17,0
58.2,2024-01-01 00:00:18,0
57.71,2024-01-01 00:00:19,0
57.27,2024-01-01 00:00:20,0
56.83,2024-01-01 00:00:21,0
56.38,2024-01-01 00:00:22,0
56.0,2024-01-01 00:00:23,0
55.62,2024-01-01 00:00:24,0
55.26,2024-01-01 00:00:25,0
54.93,2024-01-01 00:00:26,0
54.66,2024-01-01 00:00:27,0
54.4,2024-01-01 00:00:28,0
54.13,2024-01-01 00:00:29,0
53.88,2024-01-01 00:00:30,0
53.64,2024-01-01 00:00:31,0
53.41,2024-01-01 00:00:32,0
53.17,2024-01-01 00:00:33,0
52.94,2024-01-01 00:00:34,0
52.73,2024-01-01 00:00:35,0
52.53,2024-01-01 00:00:36,0
52.33,2024-01-01 00:00:37,0
52.15,2024-01-01 00:00:38,0
51.98,2024-01-01 00:00:39,0
51.79,2024-01-01 00:00:40,0
51.6,2024-01-01 00:00:41,0
51.43,2024-01-01 00:00:42,0
51.27,2024-01-01 00:00:43,0
51.11,2024-01-01 00:00:44,0
50.98,2024-01-01 00:00:45,0
51.79,2024-01-01 00:00:46,0
52.55,2024-01-01 00:00:47,0
53.22,2024-01-01 00:00:48,0
53.92,2024-01-01 00:00:49,0
54.56,2024-01-01 00:00:50,0
55.13,2024-01-01 00:00:51,0
55.69,2024-01-01 00:00:52,0
56.25,2024-01-01 00:00:53,0
56.8,2024-01-01 00:00:54,0
57.39,2024-01-01 00:00:55,0
57.95,2024-01-01 00:00:56,0
58.51,2024-01-01 00:00:57,0
59.05,2024-01-01 00:00:58,0
59.33,2024-01-01 00:00:59,0
59.43,2024-01-01 00:01:00,0
59.62,2024-01-01 00:01:01,0
59.45,2024-01-01 00:01:02,0
60.1,2024-01-01 00:01:03,0
60.72,2024-01-01 00:01:04,0
61.33,2024-01-01 00:01:05,0
61.95,2024-01-01 00:01:06,0
62.67,2024-01-01 00:01:07,0
63.43,2024-01-01 00:01:08,0
64.08,2024-01-01 00:01:09,0
64.73,2024-01-01 00:01:10,0
65.4,2024-01-01 00:01:11,0
66.12,2024-01-01 00:01:12,0
66.95,2024-01-01 00:01:13,0
67.78,2024-01-01 00:01:14,0
68.58,2024-01-01 00:01:15,0
69.38,2024-01-01 00:01:16,0
70.18,2024-01-01 00:01:17,0
70.28,2024-01-01 00:01:18,0
70.25,2024-01-01 00:01:19,0
70.37,2024-01-01 00:01:20,0
70.38,2024-01-01 00:01:21,0
70.42,2024-01-01 00:01:22,0
70.45,2024-01-01 00:01:23,0
70.52,2024-01-01 00:01:24,0
70.58,2024-01-01 00:01:25,0
70.67,2024-01-01 00:01:26,0
70.73,2024-01-01 00:01:27,0
70.77,2024-01-01 00:01:28,0
70.8,2024-01-01 00:01:29,0
70.83,2024-01-01 00:01:30,1
70.87,2024-01-01 00:01:31,1
70.9,2024-01-01 00:01:32,1
70.97,2024-01-01 00:01:33,1
71.05,2024-01-01 00:01:34,1
71.23,2024-01-01 00:01:35,1
71.38,2024-01-01 00:01:36,1
71.52,2024-01-01 00:01:37,1
71.62,2024-01-01 00:01:38,1
71.7,2024-01-01 00:01:39,1
71.78,2024-01-01 00:01:40,1
71.83,2024-01-01 00:01:41,1
71.9,2024-01-01 00:01:42,1
71.95,2024-01-01 00:01:43,1
72.73,2024-01-01 00:01:44,1
73.5,2024-01-01 00:01:45,1
73.53,2024-01-01 00:01:46,1
73.58,2024-01-01 00:01:47,1
73.65,2024-01-01 00:01:48,1
73.67,2024-01-01 00:01:49,1
73.65,2024-01-01 00:01:50,1
73.7,2024-01-01 00:01:51,1
73.77,2024-01-01 00:01:52,1
73.78,2024-01-01 00:01:53,1
73.8,2024-01-01 00:01:54,1
73.8,2024-01-01 00:01:55,1
73.8,2024-01-01 00:01:56,1
73.77,2024-01-01 00:01:57,1
73.7,2024-01-01 00:01:58,1
73.05,2024-01-01 00:01:59,1
72.38,2024-01-01 00:02:00,1
71.7,2024-01-01 00:02:01,1
70.98,2024-01-01 00:02:02,1
70.22,2024-01-01 00:02:03,1
69.55,2024-01-01 00:02:04,1
69.08,2024-01-01 00:02:05,1
