hr,datetime,activity
65.0,2024-01-01 00:00:00,0
63.33,2024-01-01 00:00:01,0
78.5,2024-01-01 00:00:02,0
75.0,2024-01-01 00:00:03,0
72.67,2024-01-01 00:00:04,0
70.86,2024-01-01 00:00:05,0
69.38,2024-01-01 00:00:06,0
68.33,2024-01-01 00:00:07,0
67.4,2024-01-01 00:00:08,0
66.45,2024-01-01 00:00:09,0
65.75,2024-01-01 00:00:10,0
65.08,2024-01-01 00:00:11,0
64.71,2024-01-01 00:00:12,0
64.4,2024-01-01 00:00:13,0
64.12,2024-01-01 00:00:14,0
63.82,2024-01-01 00:00:15,0
63.56,2024-01-01 00:00:16,0
63.32,2024-01-01 00:00:17,0
63.1,2024-01-01 00:00:18,0
62.57,2024-01-01 00:00:19,0
62.05,2024-01-01 00:00:20,0
61.57,2024-01-01 00:00:21,0
61.08,2024-01-01 00:00:22,0
60.64,2024-01-01 00:00:23,0
60.27,2024-01-01 00:00:24,0
59.96,2024-01-01 00:00:25,0
59.68,2024-01-01 00:00:26,0
59.41,2024-01-01 00:00:27,0
59.2,2024-01-01 00:00:28,0
58.97,2024-01-01 00:00:29,0
58.78,2024-01-01 00:00:30,0
59.12,2024-01-01 00:00:31,0
59.53,2024-01-01 00:00:32,0
60.17,2024-01-01 00:00:33,0
60.75,2024-01-01 00:00:34,0
61.14,2024-01-01 00:00:35,0
61.53,2024-01-01 00:00:36,0
62.31,2024-01-01 00:00:37,0
63.1,2024-01-01 00:00:38,0
63.85,2024-01-01 00:00:39,0
64.62,2024-01-01 00:00:40,0
65.37,2024-01-01 00:00:41,0
66.07,2024-01-01 00:00:42,0
66.73,2024-01-01 00:00:43,0
67.35,2024-01-01 00:00:44,0
67.85,2024-01-01 00:00:45,0
68.33,2024-01-01 00:00:46,0
68.8,2024-01-01 00:00:47,0
69.24,2024-01-01 00:00:48,0
69.67,2024-01-01 00:00:49,0
70.13,2024-01-01 00:00:50,0
70.6,2024-01-01 00:00:51,0
71.11,2024-01-01 00:00:52,0
71.62,2024-01-01 00:00:53,0
72.09,2024-01-01 00:00:54,0
72.54,2024-01-01 00:00:55,0
72.91,2024-01-01 00:00:56,0
73.34,2024-01-01 00:00:57,0
73.77,2024-01-01 00:00:58,0
74.07,2024-01-01 00:00:59,0
74.68,2024-01-01 00:01:00,0
