hr,datetime,activity
68.5,2024-01-01 00:00:00,0
74.0,2024-01-01 00:00:01,0
76.25,2024-01-01 00:00:02,0
77.6,2024-01-01 00:00:03,0
78.33,2024-01-01 00:00:04,0
79.0,2024-01-01 00:00:05,0
78.0,2024-01-01 00:00:06,0
77.22,2024-01-01 00:00:07,0
76.5,2024-01-01 00:00:08,0
75.82,2024-01-01 00:00:09,0
75.08,2024-01-01 00:00:10,0
74.46,2024-01-01 00:00:11,0
73.64,2024-01-01 00:00:12,0
72.93,2024-01-01 00:00:13,0
72.38,2024-01-01 00:00:14,0
71.88,2024-01-01 00:00:15,0
71.5,2024-01-01 00:00:16,0
71.16,2024-01-01 00:00:17,0
70.9,2024-01-01 00:00:18,0
70.67,2024-01-01 00:00:19,0
70.45,2024-01-01 00:00:20,0
70.22,2024-01-01 00:00:21,0
69.96,2024-01-01 00:00:22,0
69.72,2024-01-01 00:00:23,0
69.5,2024-01-01 00:00:24,0
69.3,2024-01-01 00:00:25,0
69.11,2024-01-01 00:00:26,0
68.93,2024-01-01 00:00:27,0
68.8,2024-01-01 00:00:28,0
68.68,2024-01-01 00:00:29,0
68.56,2024-01-01 00:00:30,0
68.45,2024-01-01 00:00:31,0
68.35,2024-01-01 00:00:32,0
68.23,2024-01-01 00:00:33,0
68.11,2024-01-01 00:00:34,0
68.0,2024-01-01 00:00:35,0
67.89,2024-01-01 00:00:36,0
67.85,2024-01-01 00:00:37,0
67.82,2024-01-01 00:00:38,0
67.88,2024-01-01 00:00:39,0
67.98,2024-01-01 00:00:40,0
68.07,2024-01-01 00:00:41,0
68.14,2024-01-01 00:00:42,0
68.18,2024-01-01 00:00:43,0
68.17,2024-01-01 00:00:44,0
68.19,2024-01-01 00:00:45,0
68.21,2024-01-01 00:00:46,0
68.14,2024-01-01 00:00:47,0
68.04,2024-01-01 00:00:48,0
67.98,2024-01-01 00:00:49,0
67.9,2024-01-01 00:00:50,0
67.75,2024-01-01 00:00:51,0
67.61,2024-01-01 00:00:52,0
67.44,2024-01-01 00:00:53,0
67.64,2024-01-01 00:00:54,0
67.89,2024-01-01 00:00:55,0
68.12,2024-01-01 00:00:56,0
68.34,2024-01-01 00:00:57,0
68.63,2024-01-01 00:00:58,0
69.12,2024-01-01 00:00:59,0
69.18,2024-01-01 00:01:00,0
69.22,2024-01-01 00:01:01,0
69.3,2024-01-01 00:01:02,0
69.38,2024-01-01 00:01:03,0
69.47,2024-01-01 00:01:04,0
69.67,2024-01-01 00:01:05,0
70.05,2024-01-01 00:01:06,0
70.25,2024-01-01 00:01:07,0
70.45,2024-01-01 00:01:08,0
70.63,2024-01-01 00:01:09,0
