hr,datetime,activity
64.5,2024-01-01 00:00:00,0
62.67,2024-01-01 00:00:01,0
61.75,2024-01-01 00:00:02,0
60.8,2024-01-01 00:00:03,0
59.83,2024-01-01 00:00:04,0
59.14,2024-01-01 00:00:05,0
58.5,2024-01-01 00:00:06,0
58.0,2024-01-01 00:00:07,0
57.6,2024-01-01 00:00:08,0
57.27,2024-01-01 00:00:09,0
57.0,2024-01-01 00:00:10,0
56.77,2024-01-01 00:00:11,0
56.86,2024-01-01 00:00:12,0
56.87,2024-01-01 00:00:13,0
57.0,2024-01-01 00:00:14,0
57.12,2024-01-01 00:00:15,0
57.28,2024-01-01 00:00:16,0
57.42,2024-01-01 00:00:17,0
57.75,2024-01-01 00:00:18,0
58.1,2024-01-01 00:00:19,0
58.5,2024-01-01 00:00:20,0
58.83,2024-01-01 00:00:21,0
59.21,2024-01-01 00:00:22,0
59.56,2024-01-01 00:00:23,0
59.96,2024-01-01 00:00:24,0
60.3,2024-01-01 00:00:25,0
60.64,2024-01-01 00:00:26,0
60.93,2024-01-01 00:00:27,0
61.2,2024-01-01 00:00:28,0
61.42,2024-01-01 00:00:29,0
61.56,2024-01-01 00:00:30,0
61.73,2024-01-01 00:00:31,0
61.85,2024-01-01 00:00:32,0
61.89,2024-01-01 00:00:33,0
61.92,2024-01-01 00:00:34,0
61.95,2024-01-01 00:00:35,0
61.97,2024-01-01 00:00:36,0
62.0,2024-01-01 00:00:37,0
61.83,2024-01-01 00:00:38,0
61.63,2024-01-01 00:00:39,0
61.43,2024-01-01 00:00:40,0
61.23,2024-01-01 00:00:41,0
61.02,2024-01-01 00:00:42,0
60.82,2024-01-01 00:00:43,0
60.63,2024-01-01 00:00:44,0
60.43,2024-01-01 00:00:45,0
60.23,2024-01-01 00:00:46,0
60.04,2024-01-01 00:00:47,0
59.86,2024-01-01 00:00:48,0
59.71,2024-01-01 00:00:49,0
59.58,2024-01-01 00:00:50,0
59.47,2024-01-01 00:00:51,0
59.37,2024-01-01 00:00:52,0
59.29,2024-01-01 00:00:53,0
59.23,2024-01-01 00:00:54,0
59.16,2024-01-01 00:00:55,1
59.1,2024-01-01 00:00:56,1
59.05,2024-01-01 00:00:57,1
59.02,2024-01-01 00:00:58,1
